,"heat and power co-generation, biogas, gas engine","electricity production, hydro, reservoir, non-alpine region","electricity production, wind, >3MW turbine, onshore","electricity production, wind, 1-3MW turbine, offshore","electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted","electricity production, nuclear, pressure water reactor","electricity production, lignite","heat and power co-generation, hard coal","electricity production, natural gas, combined cycle power plant","electricity production, hard coal","electricity production, natural gas, conventional power plant","natural gas, burned in gas turbine, for compressor station","electricity production, photovoltaic, 570kWp open ground installation, multi-Si","electricity production, hydro, run-of-river"
0,0.08447199808843392,0.031764949392534006,0.0485701386005615,0.17952256788243098,0.08715739488683338,0.14081108838743023,0.2096300870680997,0.10817798292945775,0.10977963751307693,0.0,0.0,0.0,0.0,0.0
