,el_ss,el_sl,ng_cc,ng_ce,ng_gt,ng_st,mo_cc,mo_gt,mo_st,of_ce,of_gt,of_st,hy_rs,bm_st,hy_rr,or_st,so_ro,so_op,wi_off,wi_on
0,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.6667012331654,19.754230000000017,7499.003304443631,1441.859377656268,278.0195,0.0,0.0,2303.1521057496757,34972.30164709511
1,0.0,0.0,5287.852479381718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.776489999999963,7499.003304443631,1441.0314101399595,278.0195,0.0,0.0,2409.772524104792,35348.34162290249
2,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47598000000001,7499.003304443631,1375.073257235093,278.0195,0.0,0.0,2169.0544708633265,34905.33018735311
3,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.562719999999988,7499.003304443631,1369.2095991344013,278.0195,0.0,0.0,2362.299316350201,34815.60592167119
4,0.0,0.0,3735.27840143878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.642050000000022,7499.003304443631,1350.6262263763824,278.0195,0.0,0.0,2578.310748654589,33021.563996953286
5,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.773339999999962,7499.003304443631,1314.8015008970965,278.0195,0.0,0.0,2622.098841665404,32616.85332495061
6,0.0,0.0,4515.012147391104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.884800000000013,7499.003304443631,1335.8353362741473,278.0195,0.00039962771392486687,0.00011697207809360945,2899.3690781646515,31143.465033564116
7,0.0,0.0,3058.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.961589999999994,7499.003304443631,1348.3198734626226,278.0195,379.9172727595677,114.02942299192823,2998.0220419947277,31038.161384376388
8,0.0,0.0,4568.802472469633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.112669999999994,7499.003304443631,1360.3677733003947,278.0195,3013.908007207567,898.810491968784,2936.7869938406816,33236.786007192466
9,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.172290000000018,7499.003304443631,1383.4985298811025,278.0195,6340.088561692874,1899.2510999963306,2165.6739934179514,37181.588155294216
