Name;Hour;Iron & steel;Non-metallic minerals;Transport equipment;Machinery;Mining & quarrying;Food, beverages & tobacco;Paper, pulp & printing;Wood & wood products;Construction;Textile & leather;Not elsewhere specified (industry);Chemical & petrochemical;Agriculture & forestry;Fishing
;3595;0.000113399;0.00013165;0.000137268;0.000137268;0.000151409;0.000134647;0.000113399;0.000140988;0.000140988;0.000140988;0.000140988;0.000114155;0.000177581;0.000177581
;3596;0.000116549;0.000132917;0.000136611;0.000136611;0.000135452;0.000133213;0.000116549;0.000142299;0.000142299;0.000142299;0.000142299;0.000114155;0.000201195;0.000201195
;3597;0.000116549;0.000131394;0.000132014;0.000132014;0.000115821;0.00013078;0.000116549;0.000138576;0.000138576;0.000138576;0.000138576;0.000114155;0.000160618;0.000160618
;3598;0.000112611;0.000126769;0.000124523;0.000124523;8.33E-05;0.000127516;0.000112611;0.000132357;0.000132357;0.000132357;0.000132357;0.000114155;0.000117593;0.000117593
;3599;0.000117336;0.000120459;0.000119163;0.000119163;6.97E-05;0.000122526;0.000117336;0.000125441;0.000125441;0.000125441;0.000125441;0.000114155;9.60E-05;9.60E-05
;3600;0.000117336;0.000116434;0.000116471;0.000116471;6.93E-05;0.000119337;0.000117336;0.000121927;0.000121927;0.000121927;0.000121927;0.000114155;7.74E-05;7.74E-05
;3601;0.000111824;0.000114038;0.00011298;0.00011298;6.78E-05;0.000120818;0.000111824;0.000119809;0.000119809;0.000119809;0.000119809;0.000114155;6.62E-05;6.62E-05
;3602;0.000116549;0.000112027;0.000110211;0.000110211;7.36E-05;0.000120439;0.000116549;0.000117585;0.000117585;0.000117585;0.000117585;0.000114155;6.06E-05;6.06E-05
;3603;0.000113399;0.000110181;0.00011001;0.00011001;6.97E-05;0.000119794;0.000113399;0.00011566;0.00011566;0.00011566;0.00011566;0.000114155;5.72E-05;5.72E-05
;3604;0.000114974;0.000109286;0.000111037;0.000111037;6.33E-05;0.000121878;0.000114974;0.000118666;0.000118666;0.000118666;0.000118666;0.000114155;5.50E-05;5.50E-05
;3605;0.000111036;0.000114503;0.00011948;0.00011948;6.67E-05;0.000126867;0.000111036;0.000119892;0.000119892;0.000119892;0.000119892;0.000114155;5.42E-05;5.42E-05
;3606;0.000112611;0.000134424;0.000139424;0.000139424;0.000109508;0.000136394;0.000112611;0.00012558;0.00012558;0.00012558;0.00012558;0.000114155;5.85E-05;5.85E-05
;3607;0.000114974;0.000152391;0.000156432;0.000156432;0.00020234;0.000146938;0.000114974;0.00015799;0.00015799;0.00015799;0.00015799;0.000114155;7.81E-05;7.81E-05
;3608;0.000117336;0.000156088;0.000167397;0.000167397;0.000261721;0.00015308;0.000117336;0.000170147;0.000170147;0.000170147;0.000170147;0.000114155;0.000131776;0.000131776
;3609;0.000111036;0.000147349;0.000166911;0.000166911;0.000276313;0.000155984;0.000111036;0.00017294;0.00017294;0.00017294;0.00017294;0.000114155;0.00019135;0.00019135
;3610;0.000115761;0.000143894;0.000166574;0.000166574;0.000283602;0.000157297;0.000115761;0.000175436;0.000175436;0.000175436;0.000175436;0.000114155;0.000187836;0.000187836
;3611;0.000116549;0.000140927;0.00016637;0.00016637;0.000281632;0.000157859;0.000116549;0.000169563;0.000169563;0.000169563;0.000169563;0.000114155;0.000152046;0.000152046
;3612;0.000117336;0.000135507;0.000165395;0.000165395;0.000268592;0.000156836;0.000117336;0.000172225;0.000172225;0.000172225;0.000172225;0.000114155;0.000152379;0.000152379
;3613;0.000116549;0.000135227;0.000162114;0.000162114;0.000272227;0.000155063;0.000116549;0.000171359;0.000171359;0.000171359;0.000171359;0.000114155;0.000135492;0.000135492
;3614;0.000110249;0.000138547;0.000157348;0.000157348;0.000280189;0.000152442;0.000110249;0.000168796;0.000168796;0.000168796;0.000168796;0.000114155;0.000108956;0.000108956
;3615;0.000115761;0.000139797;0.00015315;0.00015315;0.000280291;0.000146942;0.000115761;0.000166063;0.000166063;0.000166063;0.000166063;0.000114155;0.000100293;0.000100293
;3616;0.000114974;0.000133104;0.000150916;0.000150916;0.000271963;0.000143176;0.000114974;0.000163699;0.000163699;0.000163699;0.000163699;0.000114155;9.67E-05;9.67E-05
;3617;0.000113399;0.000130347;0.000146778;0.000146778;0.000216808;0.000138494;0.000113399;0.000154263;0.000154263;0.000154263;0.000154263;0.000114155;9.90E-05;9.90E-05
;3618;0.000115761;0.000130661;0.000141011;0.000141011;0.000165418;0.000135191;0.000115761;0.000147506;0.000147506;0.000147506;0.000147506;0.000114155;0.000123708;0.000123708
;3619;0.000114186;0.00013165;0.000137268;0.000137268;0.000151409;0.000134647;0.000114186;0.000140988;0.000140988;0.000140988;0.000140988;0.000114155;0.000177581;0.000177581
;3620;0.000118124;0.000132917;0.000136611;0.000136611;0.000135452;0.000133213;0.000118124;0.000142299;0.000142299;0.000142299;0.000142299;0.000114155;0.000201195;0.000201195
;3621;0.000112611;0.000131394;0.000132014;0.000132014;0.000115821;0.00013078;0.000112611;0.000138576;0.000138576;0.000138576;0.000138576;0.000114155;0.000160618;0.000160618
;3622;0.000113399;0.000126769;0.000124523;0.000124523;8.33E-05;0.000127516;0.000113399;0.000132357;0.000132357;0.000132357;0.000132357;0.000114155;0.000117593;0.000117593
;3623;0.000116549;0.000120459;0.000119163;0.000119163;6.97E-05;0.000122526;0.000116549;0.000125441;0.000125441;0.000125441;0.000125441;0.000114155;9.60E-05;9.60E-05
;3624;0.000113399;0.000116434;0.000116471;0.000116471;6.93E-05;0.000119337;0.000113399;0.000121927;0.000121927;0.000121927;0.000121927;0.000114155;7.74E-05;7.74E-05
;3625;0.000115761;0.000115271;0.000112265;0.000112265;7.37E-05;0.000120625;0.000115761;0.000121059;0.000121059;0.000121059;0.000121059;0.000114155;6.62E-05;6.62E-05
;3626;0.000113399;0.000113037;0.000109386;0.000109386;7.67E-05;0.000120293;0.000113399;0.000118882;0.000118882;0.000118882;0.000118882;0.000114155;6.06E-05;6.06E-05
;3627;0.000111824;0.000111486;0.000109343;0.000109343;7.15E-05;0.00011961;0.000111824;0.00011693;0.00011693;0.00011693;0.00011693;0.000114155;5.72E-05;5.72E-05
;3628;0.000114186;0.000110079;0.000110216;0.000110216;6.61E-05;0.000121675;0.000114186;0.000119798;0.000119798;0.000119798;0.000119798;0.000114155;5.50E-05;5.50E-05
;3629;0.000113399;0.000117943;0.000118609;0.000118609;6.73E-05;0.000126468;0.000113399;0.000119027;0.000119027;0.000119027;0.000119027;0.000114155;5.42E-05;5.42E-05
;3630;0.000113399;0.000142134;0.000137873;0.000137873;0.000102198;0.000135732;0.000113399;0.000121137;0.000121137;0.000121137;0.000121137;0.000114155;5.85E-05;5.85E-05
;3631;0.000111036;0.00015541;0.000155016;0.000155016;0.000193632;0.00014634;0.000111036;0.000156589;0.000156589;0.000156589;0.000156589;0.000114155;7.81E-05;7.81E-05
;3632;0.000114186;0.000152948;0.000166146;0.000166146;0.000251721;0.00015252;0.000114186;0.000169269;0.000169269;0.000169269;0.000169269;0.000114155;0.000131776;0.000131776
;3633;0.000116549;0.000141129;0.000165742;0.000165742;0.000269275;0.000155534;0.000116549;0.000172552;0.000172552;0.000172552;0.000172552;0.000114155;0.00019135;0.00019135
;3634;0.000115761;0.000139804;0.000165219;0.000165219;0.000275286;0.000156806;0.000115761;0.000175929;0.000175929;0.000175929;0.000175929;0.000114155;0.000187836;0.000187836
;3635;0.000112611;0.000135503;0.000165163;0.000165163;0.000275939;0.000157542;0.000112611;0.00016799;0.00016799;0.00016799;0.00016799;0.000114155;0.000152046;0.000152046
;3636;0.000110249;0.000127913;0.000164165;0.000164165;0.000266468;0.000156612;0.000110249;0.000171151;0.000171151;0.000171151;0.000171151;0.000114155;0.000152379;0.000152379
;3637;0.000110249;0.000132461;0.000160832;0.000160832;0.000267199;0.000154801;0.000110249;0.000170628;0.000170628;0.000170628;0.000170628;0.000114155;0.000135492;0.000135492
;3638;0.000111824;0.00013379;0.000156004;0.000156004;0.000275637;0.000152222;0.000111824;0.000168425;0.000168425;0.000168425;0.000168425;0.000114155;0.000108956;0.000108956
;3639;0.000118124;0.000135209;0.000151698;0.000151698;0.00027558;0.000146893;0.000118124;0.000166191;0.000166191;0.000166191;0.000166191;0.000114155;0.000100293;0.000100293
;3640;0.000115761;0.000126255;0.000149595;0.000149595;0.000266194;0.000143084;0.000115761;0.000164657;0.000164657;0.000164657;0.000164657;0.000114155;9.67E-05;9.67E-05
;3641;0.000110249;0.000126505;0.000145477;0.000145477;0.000205663;0.00013837;0.000110249;0.000154583;0.000154583;0.000154583;0.000154583;0.000114155;9.90E-05;9.90E-05
;3642;0.000115761;0.000128141;0.000139744;0.000139744;0.000153455;0.000134909;0.000115761;0.000148007;0.000148007;0.000148007;0.000148007;0.000114155;0.000123708;0.000123708
;3643;0.000115761;0.000131256;0.000135862;0.000135862;0.000142546;0.000134219;0.000115761;0.000140855;0.000140855;0.000140855;0.000140855;0.000114155;0.000177581;0.000177581
;3644;0.000117336;0.000134052;0.000135275;0.000135275;0.000130405;0.000132914;0.000117336;0.000142589;0.000142589;0.000142589;0.000142589;0.000114155;0.000201195;0.000201195
;3645;0.000112611;0.00013212;0.00013076;0.00013076;0.000110527;0.000130462;0.000112611;0.000139144;0.000139144;0.000139144;0.000139144;0.000114155;0.000160618;0.000160618
;3646;0.000116549;0.000126736;0.000123337;0.000123337;8.40E-05;0.000127257;0.000116549;0.000133632;0.000133632;0.000133632;0.000133632;0.000114155;0.000117593;0.000117593
;3647;0.000112611;0.00011967;0.000118152;0.000118152;7.51E-05;0.000122424;0.000112611;0.000126939;0.000126939;0.000126939;0.000126939;0.000114155;9.60E-05;9.60E-05
;3648;0.000118124;0.000116675;0.000115637;0.000115637;7.43E-05;0.000119219;0.000118124;0.000122978;0.000122978;0.000122978;0.000122978;0.000114155;7.74E-05;7.74E-05
;3649;0.000113399;0.000112271;0.000114724;0.000114724;7.01E-05;0.000115909;0.000113399;0.000116459;0.000116459;0.000116459;0.000116459;0.000114155;6.62E-05;6.62E-05
;3650;0.000113399;0.000110743;0.000112433;0.000112433;7.14E-05;0.000115164;0.000113399;0.000113399;0.000113399;0.000113399;0.000113399;0.000114155;6.06E-05;6.06E-05
;3651;0.000113399;0.000109285;0.000112817;0.000112817;6.52E-05;0.000113765;0.000113399;0.000111495;0.000111495;0.000111495;0.000111495;0.000114155;5.72E-05;5.72E-05
;3652;0.000113399;0.000107848;0.000115876;0.000115876;6.17E-05;0.000115151;0.000113399;0.000115209;0.000115209;0.000115209;0.000115209;0.000114155;5.50E-05;5.50E-05
;3653;0.000115761;0.00011547;0.000122996;0.000122996;6.24E-05;0.00011869;0.000115761;0.000113106;0.000113106;0.000113106;0.000113106;0.000114155;5.42E-05;5.42E-05
;3654;0.000117336;0.000138116;0.000140059;0.000140059;9.08E-05;0.000125228;0.000117336;0.000111009;0.000111009;0.000111009;0.000111009;0.000114155;5.85E-05;5.85E-05
;3655;0.000118124;0.000151885;0.000155441;0.000155441;0.000177547;0.000132074;0.000118124;0.00013961;0.00013961;0.00013961;0.00013961;0.000114155;7.81E-05;7.81E-05
;3656;0.000112611;0.00014855;0.000166824;0.000166824;0.000213817;0.000135331;0.000112611;0.000154079;0.000154079;0.000154079;0.000154079;0.000114155;0.000131776;0.000131776
;3657;0.000118124;0.000135872;0.000166198;0.000166198;0.000217031;0.000135597;0.000118124;0.000156761;0.000156761;0.000156761;0.000156761;0.000114155;0.00019135;0.00019135
;3658;0.000117336;0.000138288;0.000163996;0.000163996;0.000216653;0.00013461;0.000117336;0.000154852;0.000154852;0.000154852;0.000154852;0.000114155;0.000187836;0.000187836
;3659;0.000111036;0.000133242;0.00016183;0.00016183;0.000214653;0.000132187;0.000111036;0.000149014;0.000149014;0.000149014;0.000149014;0.000114155;0.000152046;0.000152046
;3660;0.000118124;0.000129637;0.00015969;0.00015969;0.000197897;0.00012851;0.000118124;0.000146984;0.000146984;0.000146984;0.000146984;0.000114155;0.000152379;0.000152379
;3661;0.000114186;0.000120753;0.000153961;0.000153961;0.000188217;0.000124889;0.000114186;0.000144243;0.000144243;0.000144243;0.000144243;0.000114155;0.000135492;0.000135492
;3662;0.000110249;0.000117902;0.000145974;0.000145974;0.000181016;0.000122093;0.000110249;0.000143432;0.000143432;0.000143432;0.000143432;0.000114155;0.000108956;0.000108956
;3663;0.000110249;0.000117435;0.00014223;0.00014223;0.000157307;0.00011839;0.000110249;0.000137433;0.000137433;0.000137433;0.000137433;0.000114155;0.000100293;0.000100293
;3664;0.000111036;0.000122722;0.000139083;0.000139083;0.000125128;0.000114808;0.000111036;0.000133872;0.000133872;0.000133872;0.000133872;0.000114155;9.67E-05;9.67E-05
;3665;0.000110249;0.000121355;0.000134048;0.000134048;0.000102643;0.000110972;0.000110249;0.000122713;0.000122713;0.000122713;0.000122713;0.000114155;9.90E-05;9.90E-05
;3666;0.000111824;0.000118503;0.0001286;0.0001286;8.72E-05;0.000109201;0.000111824;0.000113502;0.000113502;0.000113502;0.000113502;0.000114155;0.000123708;0.000123708
;3667;0.000114186;0.000120986;0.000124911;0.000124911;6.27E-05;0.000106759;0.000114186;0.000112498;0.000112498;0.000112498;0.000112498;0.000114155;0.000177581;0.000177581
;3668;0.000118124;0.000122592;0.000121673;0.000121673;5.33E-05;0.00010365;0.000118124;0.000109242;0.000109242;0.000109242;0.000109242;0.000114155;0.000201195;0.000201195
;3669;0.000111036;0.00012008;0.000111712;0.000111712;5.07E-05;9.96E-05;0.000111036;0.000100121;0.000100121;0.000100121;0.000100121;0.000114155;0.000160618;0.000160618
;3670;0.000113399;0.000117398;9.85E-05;9.85E-05;4.85E-05;9.55E-05;0.000113399;8.69E-05;8.69E-05;8.69E-05;8.69E-05;0.000114155;0.000117593;0.000117593
;3671;0.000116549;0.000113544;9.06E-05;9.06E-05;4.57E-05;9.14E-05;0.000116549;8.27E-05;8.27E-05;8.27E-05;8.27E-05;0.000114155;9.60E-05;9.60E-05
;3672;0.000110249;0.000110032;8.77E-05;8.77E-05;4.22E-05;8.66E-05;0.000110249;8.01E-05;8.01E-05;8.01E-05;8.01E-05;0.000114155;7.74E-05;7.74E-05
;3673;0.000117336;0.000106949;8.67E-05;8.67E-05;4.25E-05;8.46E-05;0.000117336;8.00E-05;8.00E-05;8.00E-05;8.00E-05;0.000114155;6.62E-05;6.62E-05
;3674;0.000116549;0.000104908;8.45E-05;8.45E-05;4.52E-05;8.47E-05;0.000116549;7.88E-05;7.88E-05;7.88E-05;7.88E-05;0.000114155;6.06E-05;6.06E-05
;3675;0.000117336;0.000103385;8.41E-05;8.41E-05;3.95E-05;8.27E-05;0.000117336;7.66E-05;7.66E-05;7.66E-05;7.66E-05;0.000114155;5.72E-05;5.72E-05
;3676;0.000111036;0.000100875;8.36E-05;8.36E-05;3.38E-05;8.04E-05;0.000111036;7.57E-05;7.57E-05;7.57E-05;7.57E-05;0.000114155;5.50E-05;5.50E-05
;3677;0.000112611;9.73E-05;8.49E-05;8.49E-05;3.03E-05;7.88E-05;0.000112611;7.24E-05;7.24E-05;7.24E-05;7.24E-05;0.000114155;5.42E-05;5.42E-05
;3678;0.000113399;9.39E-05;8.57E-05;8.57E-05;3.16E-05;7.85E-05;0.000113399;6.80E-05;6.80E-05;6.80E-05;6.80E-05;0.000114155;5.85E-05;5.85E-05
;3679;0.000117336;9.13E-05;8.72E-05;8.72E-05;5.00E-05;7.94E-05;0.000117336;7.56E-05;7.56E-05;7.56E-05;7.56E-05;0.000114155;7.81E-05;7.81E-05
;3680;0.000117336;8.85E-05;8.81E-05;8.81E-05;6.49E-05;7.91E-05;0.000117336;7.54E-05;7.54E-05;7.54E-05;7.54E-05;0.000114155;0.000131776;0.000131776
;3681;0.000111824;8.65E-05;8.78E-05;8.78E-05;6.90E-05;7.88E-05;0.000111824;7.75E-05;7.75E-05;7.75E-05;7.75E-05;0.000114155;0.00019135;0.00019135
;3682;0.000112611;8.49E-05;8.62E-05;8.62E-05;6.77E-05;7.82E-05;0.000112611;7.73E-05;7.73E-05;7.73E-05;7.73E-05;0.000114155;0.000187836;0.000187836
;3683;0.000116549;8.21E-05;8.43E-05;8.43E-05;5.97E-05;7.80E-05;0.000116549;7.20E-05;7.20E-05;7.20E-05;7.20E-05;0.000114155;0.000152046;0.000152046
;3684;0.000112611;7.97E-05;8.01E-05;8.01E-05;3.81E-05;7.54E-05;0.000112611;6.94E-05;6.94E-05;6.94E-05;6.94E-05;0.000114155;0.000152379;0.000152379
;3685;0.000114186;7.72E-05;7.42E-05;7.42E-05;2.78E-05;7.36E-05;0.000114186;6.84E-05;6.84E-05;6.84E-05;6.84E-05;0.000114155;0.000135492;0.000135492
;3686;0.000116549;7.67E-05;6.81E-05;6.81E-05;2.47E-05;7.18E-05;0.000116549;6.77E-05;6.77E-05;6.77E-05;6.77E-05;0.000114155;0.000108956;0.000108956
;3687;0.000115761;7.55E-05;6.40E-05;6.40E-05;2.31E-05;6.99E-05;0.000115761;6.21E-05;6.21E-05;6.21E-05;6.21E-05;0.000114155;0.000100293;0.000100293
;3688;0.000118124;7.62E-05;6.27E-05;6.27E-05;2.33E-05;6.90E-05;0.000118124;5.99E-05;5.99E-05;5.99E-05;5.99E-05;0.000114155;9.67E-05;9.67E-05
;3689;0.000111824;7.76E-05;6.21E-05;6.21E-05;2.27E-05;6.72E-05;0.000111824;5.84E-05;5.84E-05;5.84E-05;5.84E-05;0.000114155;9.90E-05;9.90E-05
;3690;0.000113399;7.85E-05;6.11E-05;6.11E-05;2.32E-05;6.68E-05;0.000113399;5.85E-05;5.85E-05;5.85E-05;5.85E-05;0.000114155;0.000123708;0.000123708
;3691;0.000114186;8.09E-05;6.02E-05;6.02E-05;2.31E-05;6.67E-05;0.000114186;5.95E-05;5.95E-05;5.95E-05;5.95E-05;0.000114155;0.000177581;0.000177581
;3692;0.000111036;8.28E-05;6.02E-05;6.02E-05;2.27E-05;6.56E-05;0.000111036;5.94E-05;5.94E-05;5.94E-05;5.94E-05;0.000114155;0.000201195;0.000201195
;3693;0.000110249;8.23E-05;5.94E-05;5.94E-05;2.25E-05;6.39E-05;0.000110249;6.01E-05;6.01E-05;6.01E-05;6.01E-05;0.000114155;0.000160618;0.000160618
;3694;0.000114186;8.18E-05;5.71E-05;5.71E-05;2.23E-05;6.27E-05;0.000114186;5.90E-05;5.90E-05;5.90E-05;5.90E-05;0.000114155;0.000117593;0.000117593
