,el_ss,el_sl,hc_cc,hc_st,li_st,ng_cc,ng_ce,ng_gt,ng_st,mo_cc,mo_gt,mo_st,of_ce,of_gt,of_st,hy_rs,bm_st,hy_rr,or_st,so_ro,so_op,wi_off,wi_on
105,0.0,0.0,0.0,0.0,0.0,18079.801226261203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2394.3646,18.369920000000004,5999.110860055198,1361.2538802176975,278.0195,1981.0281320056686,585.4989015677247,215.7304911955516,45613.48376416697
106,0.0,0.0,0.0,0.0,0.0,13595.246964683227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2394.3646,18.68962000000002,5999.110860055198,1364.4485073103724,278.0195,3273.4733048186495,952.240942381879,1619.4477640466391,48960.69773769172
107,0.0,0.0,0.0,0.0,0.0,15573.820294525935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2394.3646,18.41219999999998,5999.110860055198,1357.7627059815845,278.0195,4020.234815333145,1192.3294584475384,1403.7172728510877,47658.02592114706
108,0.0,0.0,0.0,0.0,0.0,15560.305246713326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2394.3646,18.53582,5999.110860055198,1324.8294560570605,278.0195,4015.4712029449147,1203.5492689349867,1403.7172728510877,47391.162573298534
109,0.0,0.0,0.0,0.0,0.0,11515.762727613528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2347.8646,18.600280000000005,5999.110860055198,1323.6615498469855,278.0195,2971.216644170402,859.8361029139452,1403.7172728510877,51503.21981841798
110,0.0,0.0,0.0,0.0,0.0,7827.173581394921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2347.8646,18.53089999999998,5999.110860055198,1337.2448783892978,278.0195,1253.9716647205935,314.16046372482134,1403.7172728510877,55980.35557958439
111,0.0,0.0,0.0,0.0,0.0,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.3631809276593,19.110550000000018,5999.110860055198,1355.6875501131865,278.0195,71.6668165599591,12.009936101789858,1403.7172728510877,61989.352209896286
112,0.0,0.0,0.0,0.0,0.0,6191.058537460222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2347.8646,18.57290000000001,5999.110860055198,1338.9653031898,278.0195,0.0,0.0,1403.7172728510877,60269.81772194441
113,0.0,0.0,0.0,0.0,0.0,11787.574485443729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2347.8646,18.624860000000023,5999.110860055198,1320.599184916362,278.0195,0.0,0.0,1403.7172728510877,57037.188763603575
114,0.0,0.0,0.0,0.0,0.0,15195.901382522325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2394.3646,18.65218,5999.110860055198,1323.0491013272376,278.0195,0.0,0.0,1403.7172728510877,52439.66637097725
