,el_ss,el_sl,ng_cc,ng_ce,ng_gt,ng_st,mo_cc,mo_gt,mo_st,of_ce,of_gt,of_st,hy_rs,bm_st,hy_rr,or_st,so_ro,so_op,wi_off,wi_on
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65874.13039571514
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60833.78030579119
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58490.6068276575
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52528.2317211968
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55647.438672528515
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54002.13796163877
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64811.202420210946
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.000609999999995,0.0,1299.5151997374126,278.0195,277.89072844044955,93.02627255886955,2421.5876519088706,71168.72040833696
32,210.6103329999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.933610000000037,161.39197865901224,1298.0278109489082,278.0195,1794.2062811220667,570.9251854006068,5172.879998243844,72190.65052299225
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.780259999999963,0.0,1280.3498315060228,278.0195,3816.935676577552,1158.313632073829,3525.6464417748134,72378.46264905442
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.91904000000005,0.0,1297.3707100735726,278.0195,5756.569005329362,1633.5197239277218,3181.007994419615,72302.71744896508
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.040509999999987,0.0,1327.611649486261,278.0195,6793.077326764865,1813.558098443633,3243.7869317621007,72418.72739792425
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44169999999997,0.0,1350.7917819676024,278.0195,6417.863947342632,1661.651867199844,3603.358179034167,72418.72646290391
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.204039999999964,720.0966803335542,1343.5056688731827,278.0195,4743.029073455669,1191.3108231485407,4867.4245615748905,72835.81505688824
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.14951,4601.325203556183,1332.4418718719153,278.0195,2079.6998632598006,483.6615478543374,4656.979325228389,72080.2468919929
39,0.0,0.0,352.50887184416564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.96132000000001,7499.0033044436295,1344.8851010860885,278.0195,127.12073431737036,21.16540062809841,5080.096195113724,70909.44419576427
40,0.0,0.0,4533.806499513701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.995880000000042,7499.0033044436295,1327.0007474621186,278.0195,0.0,0.0,5079.09259136289,70942.29850143171
