,el_ss,el_sl,ng_cc,ng_ce,ng_gt,ng_st,mo_cc,mo_gt,mo_st,of_ce,of_gt,of_st,hy_rs,bm_st,hy_rr,or_st,so_ro,so_op,wi_off,wi_on
0,0.0,0.0,7562.5770700909525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.754230000000017,8200.860258249515,1441.8593776562675,278.0195,0.0,0.0,3071.0721146635515,35778.516281332195
1,0.0,0.0,5641.68183987209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.776489999999963,8200.860258249515,1441.0314101399595,278.0195,0.0,0.0,3213.253069598366,36163.226224542996
2,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47598000000001,8200.860258249515,1375.073257235093,278.0195,0.0,0.0,2892.267296285413,35710.010515372815
3,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.562719999999988,8200.860258249515,1369.2095991344008,278.0195,0.0,0.0,3149.954471187798,35618.22391175145
4,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.642050000000022,8200.860258249515,1350.6262263763826,278.0195,0.0,0.0,3438.0037026390864,33782.821098466586
5,0.0,0.0,4424.774642591001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.773339999999962,8200.860258249515,1314.8015008970965,278.0195,0.0,0.0,3496.40451679943,33368.783940653455
6,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.884800000000013,8200.860258249515,1335.8353362741473,278.0195,0.000426766445207855,0.00012491654656509774,3866.137482568397,31861.43140846884
7,0.0,0.0,3058.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.961589999999994,8200.860258249515,1348.319873462623,278.0195,405.7175357569374,121.77373383554674,3997.6982550759612,31753.692772876424
8,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.112669999999994,8200.860258249515,1360.3677733003947,278.0195,3218.5832612354466,959.8501410164764,3916.032141912869,34002.97675579125
9,0.0,0.0,3479.238758082199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.172290000000018,8200.860258249515,1383.4985298811025,278.0195,6770.645616989455,2028.2316799798261,2887.787863181505,38038.71673599427
10,0.0,0.0,3058.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.157439999999976,8200.860258249515,1412.5014458866299,278.0195,9117.792850715194,2733.332889158969,2492.1646240429527,38795.691427467966
11,0.0,0.0,5700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.571929999999945,8200.860258249515,1481.84969878565,278.0195,9557.04492618432,2851.0935409139693,2463.5912013012553,38217.16655339206
12,0.0,0.0,7398.6501343032705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57937000000006,8200.860258249515,1496.8947924740164,278.0195,8106.365455059506,2393.288151250938,2429.152624432727,36828.073884509984
13,0.0,0.0,13686.765771186836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.435780000000065,8200.860258249515,1476.927470371829,278.0195,5252.842481418358,1522.2412368281866,2203.262992463332,34021.894166447215
14,0.0,0.0,24017.059350432897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.361480000000007,8200.860258249515,1493.856151820565,278.0195,1962.7051768736123,525.0566306275418,2190.237686568792,27474.595791436626
15,0.0,0.0,25580.601642857142,83.89,0.0,1232.005420990933,0.0,0.0,0.0,0.0,25.5,2394.3646,20.28952999999997,8200.860258249515,1465.5037530775735,278.0195,84.67322186249294,15.112491234409886,2070.15419763851,25263.743464474624
16,0.0,0.0,25580.601642857142,83.89,921.0,3007.394621516344,0.0,0.0,0.0,0.0,25.5,2394.3646,20.207739999999962,8200.860258249515,1463.3860974371769,278.0195,0.0,0.0,1676.5308464921177,27309.41723000379
17,0.0,0.0,25580.601642857142,83.89,1439.1428100716114,10504.342236227823,0.0,0.0,0.0,46.0,25.5,2394.3646,19.952600000000018,8200.860258249515,1391.1626324930796,278.0195,0.0,0.0,1401.6300951673331,25429.379062858658
18,210.61033299999974,0.0,25580.601642857142,83.89,2374.8630676460957,13221.366132331721,0.0,0.0,0.0,46.0,25.5,2394.3646,19.801460000000027,8200.860258249515,1376.9918151826946,278.0195,0.0,0.0,1711.0789009009113,22090.54197280661
19,210.61033299999974,0.0,25580.601642857142,83.89,2340.024321205633,13221.366132331721,0.0,0.0,0.0,46.0,25.5,2394.3646,19.566069999999982,8200.860258249515,1362.0645160333772,278.0195,0.0,0.0,1913.440069992374,19384.777489851418
20,147.4272331000001,0.0,25580.601642857142,83.89,1547.7428571428575,10697.193982781817,0.0,0.0,0.0,46.0,25.5,2394.3646,19.40510999999996,8200.860258249515,1351.853531595543,278.0195,0.0,0.0,2497.669644720847,18001.290609438598
21,0.0,0.0,25580.601642857142,83.89,921.0,9615.727795797486,0.0,0.0,0.0,46.0,25.5,2394.3646,19.058339999999976,8200.860258249515,1333.8177529170914,278.0195,0.0,0.0,2173.656962408084,18489.319745589357
22,0.0,0.0,25580.601642857142,83.89,921.0,8545.222917560941,0.0,0.0,0.0,46.0,25.5,2394.3646,18.815620000000035,8200.860258249515,1319.3195466654033,278.0195,0.0,0.0,1653.266003366214,19717.679791717263
23,0.0,0.0,25580.601642857142,83.89,0.0,1544.0975971467099,0.0,0.0,0.0,0.0,25.5,2394.3646,17.975749999999994,8200.860258249515,1267.884688627656,278.0195,0.0,0.0,1630.9759850340934,21393.90587578192
24,0.0,0.0,22515.07062951352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.775199999999987,8200.860258249515,1282.33564003612,278.0195,0.0,0.0,1818.5338300324795,23314.823038654682
25,0.0,0.0,17320.567109792824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.460780000000042,8200.860258249515,1246.5593049411416,278.0195,0.0,0.0,1495.0227597827306,25201.843946679062
26,0.0,0.0,14045.973174757348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.502809999999975,8200.860258249515,1248.855691115312,278.0195,0.0,0.0,1437.160053209089,27550.503237263663
27,0.0,0.0,12107.714920078515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.40625000000001,8200.860258249515,1240.6944608655274,278.0195,0.0,0.0,1456.476202260997,28845.492943293637
28,0.0,0.0,14435.004849984329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.294679999999982,8200.860258249515,1218.236950895434,278.0195,0.0,0.0,1484.2502638041406,28449.957573412237
29,0.0,0.0,17386.146734164264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.371520000000032,8200.860258249515,1243.3703962778052,278.0195,0.0,0.0,2116.8012759170433,28549.739843934
30,0.0,0.0,25036.551642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.9117429678624,17.985760000000038,8200.860258249515,1306.4583837455925,278.0195,1.4153214877797227e-05,4.155118812060093e-06,3015.6058823948506,28768.838536524883
31,210.61033299999974,0.0,25580.601642857142,83.89,921.0,10279.817799013425,0.0,0.0,0.0,46.0,25.5,2394.3646,18.000609999999995,8200.860258249515,1299.5151997374126,278.0195,424.3649602889021,107.64522191309362,3558.6947317196864,28765.121509392706
32,210.61033299999974,0.0,25580.601642857142,83.89,921.0,8422.717553414408,0.0,0.0,0.0,46.0,25.5,2394.3646,17.933610000000037,8200.860258249515,1298.0278109489082,278.0195,3270.154822304716,807.782842272954,3810.440738081,33258.676420489246
33,0.0,0.0,25580.601642857142,83.89,22.66479248339783,1873.8,0.0,0.0,0.0,0.0,25.5,2394.3646,17.780259999999963,8200.860258249515,1280.3498315060233,278.0195,6840.191028399927,1675.939021786287,3955.8946756400533,37077.95947850607
34,0.0,0.0,25036.551642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.5685095162773,17.91904000000005,8200.860258249515,1297.3707100735726,278.0195,9710.299686591996,2347.263176581044,4310.7787431610195,39332.76512979564
35,0.0,0.0,24998.953760966288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.040509999999987,8200.860258249515,1327.6116494862606,278.0195,10711.23585125929,2574.5459238345347,4115.553249588639,40733.383489005115
36,0.0,0.0,25036.551642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0590878319819,18.44169999999997,8200.860258249515,1350.7917819676027,278.0195,9716.21363654462,2329.896618881302,4915.492444204471,40242.60808575632
37,0.0,0.0,25580.601642857142,83.89,921.0,4967.186772503166,0.0,0.0,0.0,46.0,25.5,2394.3646,18.204039999999964,8200.860258249515,1343.5056688731825,278.0195,6736.962042257288,1599.0980475939355,4463.140464906672,36199.43278530988
38,0.0,0.0,25580.601642857142,83.89,3033.355704562043,13221.366132331721,0.0,0.0,0.0,46.0,25.5,2394.3646,18.14951,8200.860258249515,1332.4418718719153,278.0195,2851.06999048288,627.7332567086935,3914.753809238661,30192.21514234344
39,0.0,5344.074553160975,25580.601642857142,83.89,3766.5888571428573,13221.366132331721,360.6,0.0,235.0,46.0,25.5,2394.3646,17.96132000000001,8200.860258249515,1344.8851010860888,278.0195,188.13174646203282,30.095021070204144,3689.6862687579132,25739.49516853801
40,153.6985218584256,9452.2,25580.601642857142,83.89,3766.5888571428573,13221.366132331721,360.6,120.0,634.7506794929227,46.0,25.5,2394.3646,17.995880000000042,8200.860258249515,1327.000747462119,278.0195,0.0,0.0,3327.4372573507203,26177.48820739097
41,210.61033299999974,9452.2,25580.601642857142,83.89,3766.5888571428573,13221.366132331721,360.6,715.7,819.2666666666668,46.0,25.5,2394.3646,18.32291000000001,8200.860258249515,1338.8986204120731,278.0195,0.0,0.0,4114.2496513222695,25164.13307935493
