,el_ss,el_sl,ng_cc,ng_ce,ng_gt,ng_st,mo_cc,mo_gt,mo_st,of_ce,of_gt,of_st,hy_rs,bm_st,hy_rr,or_st,so_ro,so_op,wi_off,wi_on
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.754230000000017,0.0,1441.8593776562675,278.0195,0.0,0.0,2924.4693808066186,54755.62362304548
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.776489999999963,0.0,1441.0314101399595,278.0195,0.0,0.0,370.7431285266929,52940.1420552373
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.47598000000001,0.0,1375.073257235093,104.72156412452023,0.0,0.0,0.0,50563.55055106926
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.809848881085232,0.0,1297.4870808344012,0.0,0.0,0.0,0.0,50697.6492686608
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9876499999999915,0.0,1199.513384001678,0.0,0.0,0.0,0.0,49700.956320145546
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.773339999999962,0.0,1314.8015008970965,0.0,0.0,0.0,0.0,50614.728670494005
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009909661524317897,0.0002905953346409116,0.0,50808.74412128024
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.7591221554058,150.42706941006432,0.0,50015.730278514784
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3565.3694657109613,1004.6759982572047,0.0,55593.78251197075
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.7292773576737,0.0,7494.079130203134,2051.9954884099648,0.0,55544.32767190404
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11194.125159294068,3001.0649338798326,0.0,53540.64497874621
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.9114623965506,0.0,12991.726984272205,3447.589435780777,0.0,52591.56788476771
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57937000000006,0.0,1496.8947924740164,278.0195,11997.369171140188,3171.968476536371,2592.157862870244,46756.91537770453
13,35.41753529999809,6101.667883319187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.435780000000065,6238.311465680758,1476.927470371829,278.0195,8344.411747577613,2187.138808680868,4135.109167772836,37088.437745273215
14,210.6103329999998,9452.2,3296.8084574673558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.361480000000007,8200.860258249517,1493.856151820565,278.0195,3437.6053811751153,832.3211876282812,3397.748088974457,34641.365102743664
15,210.6103329999998,9452.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.28952999999997,7406.5210785279,1465.5037530775735,278.0195,187.12362824003793,31.24625603753384,4149.9680885401895,42758.3998904994
16,64.14630600000001,7543.926818361277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.207739999999962,3047.4672596677533,1463.3860974371769,278.0195,0.0,0.0,4180.464609860282,53564.9708314383
