;bm_st;hy_rs;wi_on;wi_off;so_ro;nu;li_st;hc_cc;ng_cc;hc_st;ng_ce;ng_gt;ng_st;so_op;hy_rr
778;4595;1468;402;5531;3310;8157;14366;10720;11605;0;0;0;0;0;0
779;4623;1475;644;5539;4411;8154;14367;10725;11679;0;0;0;0;0;0
780;4619;1475;984;6139;4381;8138;14347;10372;11640;0;0;0;0;0;0
781;4632;1510;1006;6995;3617;8078;14383;10225;11518;0;0;0;0;0;0
782;4611;1501;1330;7814;2767;8045;14364;10068;11529;0;0;0;0;0;0
783;4610;1555;1300;8967;1673;8086;14217;10280;11597;0;0;0;0;0;0
784;4587;1519;1345;10046;546;8123;14229;10486;11560;0;0;0;0;0;0
785;4626;1522;1825;11529;12;8121;14348;10528;11636;0;0;0;0;0;0
786;4641;1569;2457;12421;0;8115;14353;10448;11606;0;0;0;0;0;0
787;4649;1567;2988;12808;0;8116;14351;9736;11587;0;0;0;0;0;0
788;4639;1528;3682;13459;0;8090;14032;7611;10240;0;0;0;0;0;0
789;4628;1542;4474;13420;0;8087;14025;5188;8073;0;0;0;0;0;0
790;4624;1553;5203;13944;0;8076;14021;3976;7111;0;0;0;0;0;0
791;4608;1547;5435;14139;0;8085;12971;3111;6150;0;0;0;0;0;0
792;4604;1540;5808;14589;0;8091;10931;2730;5137;0;0;0;0;0;0
793;4598;1586;5826;14859;0;8092;9259;2654;5041;0;0;0;0;0;0
794;4577;1596;5948;14988;0;8089;8972;2599;4928;0;0;0;0;0;0
795;4555;1586;6148;15386;0;8090;8931;2608;4962;0;0;0;0;0;0
796;4540;1582;6318;15719;0;8086;9810;2632;5142;0;0;0;0;0;0
797;4537;1589;6424;16422;0;8079;11304;3032;5315;0;0;0;0;0;0
798;4534;1565;6502;16610;0;8075;13333;4259;6716;0;0;0;0;0;0
799;4535;1609;6551;16521;27;8062;15184;5575;8734;0;0;0;0;0;0
800;4551;1614;6485;15118;366;8070;15627;5701;8985;0;0;0;0;0;0
801;4542;1603;5965;14368;1468;8071;15457;6039;9093;0;0;0;0;0;0
802;4555;1582;5578;14114;2369;8071;15152;6206;9171;0;0;0;0;0;0
803;4568;1617;5206;13481;2808;8067;15157;6357;9157;0;0;0;0;0;0
804;4563;1611;5406;13499;2450;8068;15113;6283;9117;0;0;0;0;0;0
805;4591;1556;5549;14905;2394;8068;15041;6015;9128;0;0;0;0;0;0
806;4592;1554;5952;16796;2104;8058;14813;5542;8805;0;0;0;0;0;0
807;4585;1552;6033;18133;1464;8065;14779;5054;8470;0;0;0;0;0;0
808;4586;1538;6162;19744;499;8063;14760;5300;8498;0;0;0;0;0;0
809;4590;1578;6268;20759;12;8055;14853;5851;8589;0;0;0;0;0;0
810;4600;1594;6440;22005;0;8061;14934;6101;8631;0;0;0;0;0;0
811;4586;1586;6676;22525;0;8059;14412;5754;8210;0;0;0;0;0;0
812;4588;1603;6656;23208;0;8007;13810;4988;6380;0;0;0;0;0;0
813;4584;1561;6677;24011;0;8062;12505;3604;5831;0;0;0;0;0;0
814;4593;1600;6680;23635;0;8081;11457;3370;5264;0;0;0;0;0;0
815;4595;1598;6528;23117;0;8078;10644;3321;4744;0;0;0;0;0;0
816;4576;1573;6449;22497;0;7892;9964;3188;4273;0;0;0;0;0;0
817;4541;1594;6514;21957;0;7773;9418;2995;4323;0;0;0;0;0;0
818;4553;1590;6568;21134;0;7772;8868;2998;4360;0;0;0;0;0;0
819;4531;1597;6657;19779;0;7776;8893;3034;4345;0;0;0;0;0;0
820;4535;1587;6659;18524;0;7778;9906;3106;4564;0;0;0;0;0;0
821;4519;1595;6810;17599;0;7770;11242;3623;5382;0;0;0;0;0;0
822;4519;1606;6787;16587;0;7776;13264;4984;7506;0;0;0;0;0;0
823;4529;1609;6720;14577;21;7782;14517;6295;9407;0;0;0;0;0;0
824;4403;1555;6693;12731;1245;7791;15020;7410;9855;0;0;0;0;0;0
825;4252;1508;6449;10691;4927;7793;14963;7419;9753;0;0;0;0;0;0
826;4258;1541;6132;8946;8604;7798;15003;7349;9869;0;0;0;0;0;0
827;4290;1555;5797;7789;10696;7858;15086;7770;10245;0;0;0;0;0;0
828;4269;1528;5568;6437;11449;8061;15050;7946;10338;0;0;0;0;0;0
829;4285;1542;4862;5096;10913;8119;15086;7791;10644;0;0;0;0;0;0
830;4338;1504;4231;3859;8516;8118;14978;7986;10644;0;0;0;0;0;0
831;4410;1557;3979;3061;4667;6983;15029;8336;10732;0;0;0;0;0;0
832;4437;1519;3928;2489;1192;6725;15063;8331;10773;0;0;0;0;0;0
833;4493;1583;4154;2579;25;6721;15025;8726;11167;0;0;0;0;0;0
834;4581;1671;4576;3225;0;6724;15008;8824;11265;0;0;0;0;0;0
835;4611;1612;4881;3785;0;6728;14941;8657;11031;0;0;0;0;0;0
836;4578;1583;4973;4100;0;6734;14882;8344;10697;0;0;0;0;0;0
837;4581;1544;4953;4785;0;6735;14803;7567;10393;0;0;0;0;0;0
838;4569;1529;4969;5145;0;6739;14390;6382;9508;0;0;0;0;0;0
839;4556;1498;5408;5585;0;6747;13879;5668;8255;0;0;0;0;0;0
840;4549;1515;5683;6264;0;6746;12784;5274;7685;0;0;0;0;0;0
841;4543;1514;5775;6753;0;6749;12150;4308;7526;0;0;0;0;0;0
842;4551;1510;5870;6935;0;6752;12147;3698;7174;0;0;0;0;0;0
843;4552;1512;5933;7131;0;6755;12027;3691;7099;0;0;0;0;0;0
844;4522;1499;6002;7638;0;6759;12115;3756;7342;0;0;0;0;0;0
845;4516;1501;6130;8284;0;6759;12453;4165;7696;0;0;0;0;0;0
846;4523;1485;6461;8833;0;6751;14411;5828;8661;0;0;0;0;0;0
847;4494;1477;6605;10047;30;6746;15004;6297;9166;0;0;0;0;0;0
848;4548;1475;6730;10829;620;6752;15109;6219;9448;0;0;0;0;0;0
849;4567;1478;6757;11042;2488;7655;15129;6162;9609;0;0;0;0;0;0
850;4569;1465;6778;11069;4212;8130;15093;5973;9566;0;0;0;0;0;0
851;4586;1461;6745;11019;5415;8122;14962;5660;9581;0;0;0;0;0;0
852;4577;1503;6612;10824;6338;8111;14973;5443;9542;0;0;0;0;0;0
853;4573;1504;6586;11035;5916;8107;14775;5180;9492;0;0;0;0;0;0
854;4587;1499;6514;11163;4295;8106;14376;5017;9424;0;0;0;0;0;0
855;4610;1514;6481;11575;2254;8100;14679;5109;9517;0;0;0;0;0;0
856;4621;1518;6556;12210;533;8100;14674;5166;9449;0;0;0;0;0;0
857;4618;1523;6648;12942;12;8097;14487;5379;9607;0;0;0;0;0;0
858;4626;1547;6740;13146;0;8099;14469;5497;9681;0;0;0;0;0;0
859;4641;1537;6900;13119;0;8100;14614;5576;9728;0;0;0;0;0;0
860;4635;1496;7101;13265;0;8096;14383;5135;9498;0;0;0;0;0;0
861;4627;1501;6754;13474;0;8049;13639;4258;8593;0;0;0;0;0;0
862;4620;1499;6549;13489;0;7859;12753;3287;7778;0;0;0;0;0;0
863;4628;1519;6488;14345;0;7845;11005;2739;6595;0;0;0;0;0;0
864;4613;1562;6117;14937;0;7800;9176;2692;5101;0;0;0;0;0;0
865;4597;1506;6231;15187;0;7791;7269;2684;4936;0;0;0;0;0;0
866;4594;1500;6232;15672;0;7836;6148;2627;4812;0;0;0;0;0;0
867;4574;1517;6193;15977;0;7861;5647;2651;4888;0;0;0;0;0;0
868;4535;1506;6204;16506;0;7856;5601;2640;5032;0;0;0;0;0;0
869;4519;1517;6256;17123;0;7857;5556;2656;5084;0;0;0;0;0;0
870;4494;1509;6235;18540;0;7851;5544;2709;5177;0;0;0;0;0;0
871;4507;1511;6226;19847;36;7831;6049;2717;5287;0;0;0;0;0;0
872;4525;1511;6041;20682;492;7852;7710;2808;5317;0;0;0;0;0;0
873;4543;1504;5643;21854;1744;7847;7975;2750;5316;0;0;0;0;0;0
874;4560;1504;5581;22801;3157;7851;8011;2822;5287;0;0;0;0;0;0
875;4571;1506;5599;23876;4103;7850;8028;3218;5385;0;0;0;0;0;0
876;4584;1507;5158;24417;4379;7857;8024;3271;5171;0;0;0;0;0;0
877;4600;1507;4798;25112;3715;7859;7922;3066;5196;0;0;0;0;0;0
878;4602;1505;4608;26113;2587;7859;7762;2751;5175;0;0;0;0;0;0
879;4630;1488;4894;27250;1342;7852;7801;2631;5211;0;0;0;0;0;0
880;4636;1482;5230;28643;331;7806;7762;2629;5278;0;0;0;0;0;0
881;4615;1488;5804;30464;8;7859;6871;2753;5486;0;0;0;0;0;0
882;4621;1478;5824;32159;0;7786;6450;3128;5505;0;0;0;0;0;0
883;4627;1492;5533;32838;0;7790;5896;3269;5402;0;0;0;0;0;0
884;4626;1527;4788;32683;0;7759;5351;3113;5148;0;0;0;0;0;0
885;4619;1494;4517;32923;0;7594;5241;2822;4969;0;0;0;0;0;0
886;4618;1495;4540;31943;0;7751;5254;2752;4792;0;0;0;0;0;0
887;4613;1517;4539;32331;0;7483;5236;2625;4559;0;0;0;0;0;0
888;4601;1528;3581;30351;0;6801;5217;2522;4329;0;0;0;0;0;0
889;4572;1486;3575;30398;0;6620;5144;2525;4415;0;0;0;0;0;0
890;4586;1483;3419;30658;0;6512;5133;2569;4420;0;0;0;0;0;0
891;4555;1493;3175;30001;0;6438;5107;2568;4345;0;0;0;0;0;0
892;4540;1506;3139;29987;0;6416;5133;2587;4399;0;0;0;0;0;0
893;4530;1542;2906;30203;0;6487;5137;2671;4367;0;0;0;0;0;0
894;4479;1585;2651;30487;0;6473;5148;2737;4388;0;0;0;0;0;0
895;4513;1580;3239;30088;50;6699;5238;2711;4415;0;0;0;0;0;0
896;4539;1591;3287;29815;263;7078;5297;2788;4742;0;0;0;0;0;0
897;4538;1577;4009;30622;1060;7664;5304;2814;4775;0;0;0;0;0;0
898;4551;1579;3923;30402;2157;7671;5410;3006;4911;0;0;0;0;0;0
899;4591;1592;3903;30008;2833;7709;5740;3406;5099;0;0;0;0;0;0
900;4598;1605;3931;29487;2863;7728;5818;3583;5050;0;0;0;0;0;0
901;4612;1559;3959;29067;2623;7722;5581;3502;5030;0;0;0;0;0;0
902;4621;1561;3964;28754;2036;7726;5218;3497;4838;0;0;0;0;0;0
903;4620;1614;3951;28661;1173;7738;5234;3576;4838;0;0;0;0;0;0
904;4621;1566;3914;28476;355;7735;5607;3665;5150;0;0;0;0;0;0
905;4597;1584;3897;28673;13;7725;6256;3593;5333;0;0;0;0;0;0
906;4589;1623;3806;28757;0;7746;7449;3630;5497;0;0;0;0;0;0
907;4594;1577;3832;28618;0;7751;7368;3795;5488;0;0;0;0;0;0
908;4600;1611;3938;28241;0;7742;6662;3567;5623;0;0;0;0;0;0
909;4605;1614;4017;28099;0;7738;5849;3571;5631;0;0;0;0;0;0
910;4590;1624;4055;26725;0;7749;5649;3519;5603;0;0;0;0;0;0
911;4586;1670;4058;25855;0;7753;5775;3419;5407;0;0;0;0;0;0
912;4568;1722;4089;24820;0;7820;6380;3401;4975;0;0;0;0;0;0
913;4537;1716;4112;23866;0;7852;7097;3375;5002;0;0;0;0;0;0
914;4530;1678;4140;23398;0;7853;7398;3446;5154;0;0;0;0;0;0
915;4539;1695;4151;22433;0;7850;7517;3686;5252;0;0;0;0;0;0
916;4518;1662;4158;21846;0;7869;8363;3831;5581;0;0;0;0;0;0
917;4506;1682;4174;21502;0;7836;9716;4419;6213;0;0;0;0;0;0
918;4483;1724;4184;21769;0;7750;10915;5232;7582;0;0;0;0;0;0
919;4496;1712;4272;20845;52;7771;12377;6339;9261;0;0;0;0;0;0
920;4519;1754;5266;19977;344;7789;13713;6996;10113;0;0;0;0;0;0
921;4510;1780;5414;19166;1302;7796;14701;7123;10276;0;0;0;0;0;0
922;4530;1715;5567;18410;2579;7794;15440;7099;10140;0;0;0;0;0;0
923;4540;1812;5580;17971;3621;7792;15575;7013;10380;0;0;0;0;0;0
924;4540;1730;5547;17309;4044;7786;15447;6916;10448;0;0;0;0;0;0
925;4548;1855;5510;16505;3801;7788;14888;7215;10566;0;0;0;0;0;0
926;4550;1899;5506;15536;2859;7786;15058;7380;10458;0;0;0;0;0;0
927;4558;1821;5357;14409;1622;7784;15223;7401;10480;0;0;0;0;0;0
928;4567;1844;5428;13662;532;7861;15519;7585;11117;0;0;0;0;0;0
929;4561;1934;5821;13185;20;7950;15732;7733;10814;0;0;0;0;0;0
930;4562;2007;5985;12315;0;7983;15862;7873;10896;0;0;0;0;0;0
931;4559;1955;6397;11079;0;7981;15865;8037;10776;0;0;0;0;0;0
932;4547;1900;6408;9830;0;7981;15937;7669;10483;0;0;0;0;0;0
933;4550;1859;6399;8608;0;7989;15893;7653;9651;0;0;0;0;0;0
934;4561;1809;6408;7186;0;7990;15905;7249;9254;0;0;0;0;0;0
935;4571;1821;6395;6782;0;7987;15864;6882;8993;0;0;0;0;0;0
936;4544;1826;6488;6608;0;7997;15221;6083;8313;0;0;0;0;0;0
937;4516;1833;6700;6353;0;8011;15080;5882;8126;0;0;0;0;0;0
938;4533;1846;6632;6332;0;8011;15099;5974;8068;0;0;0;0;0;0
939;4524;1829;6595;6537;0;8005;15017;5928;7957;0;0;0;0;0;0
940;4495;1821;6513;6808;0;8016;14855;6419;8197;0;0;0;0;0;0
941;4478;1764;6505;6797;0;8011;14910;7204;8812;0;0;0;0;0;0
942;4471;1783;6445;6740;0;7983;14913;8996;10458;0;0;0;0;0;0
943;4488;1798;6601;6640;54;7964;14980;10229;11456;0;0;0;0;0;0
944;4493;1839;6557;6492;304;8093;15304;10633;11823;0;0;0;0;0;0
945;4472;1859;6558;6015;762;8152;15348;10869;11907;0;0;0;0;0;0
946;4480;1825;6556;5852;1344;8168;14540;10935;12085;0;0;0;0;0;0
947;4478;1832;5875;5980;1787;8162;14439;10733;12188;0;0;0;0;0;0
948;4491;1852;5497;5664;2083;8163;14604;10897;12420;0;0;0;0;0;0
949;4500;1889;5063;5411;2003;8162;15075;11174;12563;0;0;0;0;0;0
950;4503;1767;4702;4742;1646;8164;15255;11260;12672;0;0;0;0;0;0
951;4502;1908;4511;4224;1042;8170;15022;11266;12649;0;0;0;0;0;0
952;4506;1790;4382;3692;349;8160;15048;11363;12697;0;0;0;0;0;0
953;4522;1991;4187;3521;21;8153;15316;11428;12824;0;0;0;0;0;0
954;4581;2035;4198;3674;0;8147;15335;11575;12806;0;0;0;0;0;0
955;4543;1919;4448;3960;0;8148;15184;11801;12508;0;0;0;0;0;0
956;4553;1837;4551;4088;0;8150;14710;11643;11635;0;0;0;0;0;0
957;4556;1796;4564;4115;0;8165;14715;11316;10385;0;0;0;0;0;0
958;4569;1789;4538;3877;0;8162;14682;10472;9887;0;0;0;0;0;0
959;4569;1802;4017;3901;0;8166;14607;9536;9508;0;0;0;0;0;0
960;4546;1847;3433;3988;0;8165;14429;8323;8882;0;0;0;0;0;0
961;4521;1838;3050;3764;0;8168;14568;7775;8701;0;0;0;0;0;0
962;4549;1809;3038;3772;0;8171;14908;7544;8449;0;0;0;0;0;0
963;4552;1821;2985;4093;0;8173;15075;7127;8263;0;0;0;0;0;0
964;4553;1790;3336;4658;0;8176;15290;7324;8319;0;0;0;0;0;0
965;4539;1744;3694;5044;0;8168;15439;7762;9145;0;0;0;0;0;0
966;4515;1798;4165;5632;0;8172;15440;9255;11075;0;0;0;0;0;0
967;4515;1805;4800;5748;60;8165;15518;10170;11668;0;0;0;0;0;0
968;4546;1836;4825;5567;327;8182;15622;10370;12377;0;0;0;0;0;0
969;4500;1849;4760;5207;900;8181;15696;10357;12520;0;0;0;0;0;0
970;4499;1800;4469;5228;1681;8169;15672;10255;12721;0;0;0;0;0;0
971;4505;1775;4034;5471;2238;8174;15656;9977;12965;0;0;0;0;0;0
972;4516;1854;3724;5530;2540;8167;15692;9923;13011;0;0;0;0;0;0
973;4342;1799;3761;5728;2536;8179;15697;10334;12965;0;0;0;0;0;0
974;4243;1757;3697;6165;2171;8165;15660;10659;12697;0;0;0;0;0;0
975;4258;1784;3586;6247;1308;8173;15688;10872;12779;0;0;0;0;0;0
976;4310;1795;3766;6161;438;8177;15711;10864;12786;0;0;0;0;0;0
977;4551;1882;3891;6549;28;8175;15662;10880;12887;0;0;0;0;0;0
978;4558;2035;4013;7201;0;8168;15702;10670;12968;0;0;0;0;0;0
979;4599;1903;3928;7556;0;8165;15724;10569;12895;0;0;0;0;0;0
980;4590;1820;3634;7598;0;8163;15700;10527;12647;0;0;0;0;0;0
981;4589;1853;3076;7381;0;8170;15601;10482;11520;0;0;0;0;0;0
982;4581;1873;2432;7083;0;8164;15100;10138;11556;0;0;0;0;0;0
983;4577;1832;1795;6597;0;8163;14541;9504;11814;0;0;0;0;0;0
984;4561;1849;1411;6239;0;8162;14371;8513;10970;0;0;0;0;0;0
985;4546;1878;1148;5903;0;8167;14098;7838;11087;0;0;0;0;0;0
986;4554;1846;964;5732;0;8163;13826;7629;11207;0;0;0;0;0;0
987;4500;1818;882;5910;0;8168;13817;7544;10604;0;0;0;0;0;0
988;4242;1798;1116;5832;0;8174;14062;7647;10455;0;0;0;0;0;0
989;4206;1760;1078;5669;0;8171;14610;8879;11070;0;0;0;0;0;0
990;4189;1790;1339;5206;0;8153;15332;10468;10858;0;0;0;0;0;0
991;4205;1795;1476;4608;65;8154;15542;10673;11898;0;0;0;0;0;0
992;4222;1829;1515;4022;482;8175;15749;10656;12419;0;0;0;0;0;0
993;4173;1944;1716;2960;1505;8183;15770;10549;12614;0;0;0;0;0;0
994;4174;1751;1614;2020;2819;8177;15773;10288;12677;0;0;0;0;0;0
995;4177;1691;1540;1753;4226;8179;15751;10563;12566;0;0;0;0;0;0
996;4179;1690;1388;1769;5143;8172;15364;10561;12516;0;0;0;0;0;0
997;4207;1700;1332;1831;5271;8171;15358;10669;12312;0;0;0;0;0;0
998;4251;1694;1436;2052;4700;8168;15192;10692;12287;0;0;0;0;0;0
999;4260;1713;1677;2277;3140;8175;15155;10626;12068;0;0;0;0;0;0
1000;4258;1716;1801;2393;1254;8172;15166;10616;12509;0;0;0;0;0;0
1001;4247;1800;2027;2648;97;8158;14919;10649;12911;0;0;0;0;0;0
1002;4247;1848;2525;3368;0;8175;15068;10754;13150;0;0;0;0;0;0
1003;4320;1772;2993;4028;0;8172;15088;10744;12674;0;0;0;0;0;0
1004;4375;1728;3231;4642;0;8172;15062;10736;12134;0;0;0;0;0;0
1005;4396;1730;3277;5149;0;8171;14886;10592;11689;0;0;0;0;0;0
1006;4357;1735;3507;5505;0;8174;14371;9616;11864;0;0;0;0;0;0
1007;4460;1761;3362;5786;0;8174;13876;8815;11795;0;0;0;0;0;0
1008;4489;1760;3189;6158;0;8175;13266;8076;11397;0;0;0;0;0;0
1009;4532;1753;3289;6454;0;8180;12882;7749;11302;0;0;0;0;0;0
1010;4530;1797;3183;6781;0;8182;12785;7341;11267;0;0;0;0;0;0
1011;4529;1765;3351;7195;0;8184;12768;7097;11149;0;0;0;0;0;0
1012;4515;1785;3420;7994;0;8177;12805;7043;10797;0;0;0;0;0;0
1013;4495;1833;3595;8736;0;8176;13326;7709;10858;0;0;0;0;0;0
1014;4461;1796;3404;9788;0;8183;13989;9408;11776;0;0;0;0;0;0
1015;4478;1775;3109;10285;58;8186;14064;10157;12469;0;0;0;0;0;0
1016;4521;1767;3250;9810;1046;8194;14095;10060;13012;0;0;0;0;0;0
1017;4517;1734;3573;8675;3137;8193;14101;10012;13018;0;0;0;0;0;0
1018;4533;1664;3512;7140;5411;8188;14057;9804;12809;0;0;0;0;0;0
1019;4555;1632;3188;6619;7196;8174;13776;9842;12533;0;0;0;0;0;0
1020;4584;1626;3066;7214;8265;8151;13896;9508;12254;0;0;0;0;0;0
1021;4588;1639;3040;8298;8386;8144;13884;8600;11535;0;0;0;0;0;0
1022;4585;1648;3025;8923;7240;8161;14001;8452;11814;0;0;0;0;0;0
1023;4577;1647;2802;9646;4964;8155;13983;8960;11853;0;0;0;0;0;0
1024;4578;1656;2526;9774;2031;8164;14041;10063;12051;0;0;0;0;0;0
1025;4568;1710;2456;10605;134;8168;14043;10942;12142;0;0;0;0;0;0
1026;4571;1681;2550;12157;0;8169;14088;10964;12231;0;0;0;0;0;0
1027;4588;1661;2421;13422;0;8171;13638;10885;12181;0;0;0;0;0;0
1028;4562;1682;2277;14171;0;8162;12926;10119;11768;0;0;0;0;0;0
1029;4587;1742;1918;14374;0;8174;13018;8957;11372;0;0;0;0;0;0
1030;4588;1758;1653;13664;0;8172;13144;7941;11770;0;0;0;0;0;0
1031;4571;1690;1516;12865;0;8175;12954;6849;10910;0;0;0;0;0;0
1032;4581;1673;1061;12292;0;8176;12636;6419;10190;0;0;0;0;0;0
1033;4562;1670;830;11481;0;8184;12632;6341;10345;0;0;0;0;0;0
1034;4575;1675;592;10651;0;8182;12621;6421;10256;0;0;0;0;0;0
1035;4545;1654;374;9974;0;8191;12626;6290;10206;0;0;0;0;0;0
1036;4532;1630;200;9537;0;8194;12660;6270;10140;0;0;0;0;0;0
1037;4501;1620;199;9241;0;8192;12782;6324;10243;0;0;0;0;0;0
1038;4488;1618;249;9111;0;8194;13265;6193;10439;0;0;0;0;0;0
1039;4493;1618;299;8789;108;8194;13834;6657;10517;0;0;0;0;0;0
1040;4516;1641;324;8144;1715;8200;13994;7457;10682;0;0;0;0;0;0
1041;4539;1643;423;6977;4823;8205;13695;8243;10707;0;0;0;0;0;0
1042;4534;1659;398;5808;7626;8200;13590;8340;10727;0;0;0;0;0;0
1043;4565;1637;395;5018;9505;8193;13581;8346;10679;0;0;0;0;0;0
1044;4570;1611;372;4823;10422;8186;13622;7842;10597;0;0;0;0;0;0
1045;4593;1594;304;4817;10295;8189;13471;7301;10277;0;0;0;0;0;0
1046;4587;1585;310;4777;8921;8188;13455;7180;10371;0;0;0;0;0;0
1047;4579;1567;437;4897;6158;8176;13388;7492;10285;0;0;0;0;0;0
1048;4581;1578;694;4981;2602;8175;13497;7898;10416;0;0;0;0;0;0
1049;4564;1648;1050;5790;222;8168;13518;8070;10598;0;0;0;0;0;0
1050;4569;1688;1494;7384;0;8170;13627;8054;10614;0;0;0;0;0;0
1051;4555;1576;2094;8890;0;8168;13497;7929;10727;0;0;0;0;0;0
1052;4557;1561;2299;10049;0;8160;13478;7205;10579;0;0;0;0;0;0
1053;4560;1563;2293;10133;0;8163;13433;6390;10403;0;0;0;0;0;0
1054;4552;1548;2428;9622;0;8163;13323;5780;10165;0;0;0;0;0;0
1055;4567;1543;2909;9515;0;8162;13034;5223;9448;0;0;0;0;0;0
1056;4558;1547;3415;9949;0;8169;12458;4767;7518;0;0;0;0;0;0
1057;4517;1565;3432;10285;0;8181;11636;4348;7104;0;0;0;0;0;0
1058;4528;1549;3412;9719;0;8180;11131;4259;6944;0;0;0;0;0;0
1059;4513;1533;3426;9434;0;8182;10978;4312;6788;0;0;0;0;0;0
1060;4516;1532;3298;9406;0;8183;10795;4282;6843;0;0;0;0;0;0
1061;4511;1573;3079;9201;0;8190;10530;4282;6980;0;0;0;0;0;0
1062;4509;1582;3278;9578;0;8181;10929;4036;7083;0;0;0;0;0;0
1063;4511;1573;3486;10100;143;8181;11639;4031;7285;0;0;0;0;0;0
1064;4544;1556;3771;10004;2243;8183;12555;4173;7539;0;0;0;0;0;0
1065;4555;1537;4153;9266;5777;8181;12576;4663;7587;0;0;0;0;0;0
1066;4578;1530;4482;8587;8966;8161;12480;4556;7590;0;0;0;0;0;0
1067;4594;1569;4357;7496;11112;8156;12319;4284;7530;0;0;0;0;0;0
1068;4594;1535;4562;6326;12289;8147;11813;4084;7502;0;0;0;0;0;0
1069;4617;1535;5042;6081;12226;8130;10843;3893;7132;0;0;0;0;0;0
1070;4613;1508;5272;6423;10612;8144;10464;3709;6930;0;0;0;0;0;0
1071;4607;1495;5595;7157;7135;8147;11216;3730;7203;0;0;0;0;0;0
1072;4595;1496;6000;8695;2734;8147;13199;3932;7806;0;0;0;0;0;0
1073;4603;1506;6157;11775;206;8145;13961;4900;8472;0;0;0;0;0;0
1074;4590;1480;6097;14919;0;8152;14047;5136;8520;0;0;0;0;0;0
1075;4593;1451;6174;16989;0;8141;13473;4904;8402;0;0;0;0;0;0
1076;4587;1472;6099;18234;0;8141;12544;4440;8355;0;0;0;0;0;0
1077;4614;1468;6031;18703;0;8150;12285;3688;8269;0;0;0;0;0;0
1078;4620;1474;6026;18518;0;8124;12031;3774;8428;0;0;0;0;0;0
1079;4596;1473;6018;18980;0;8000;10804;3735;8039;0;0;0;0;0;0
1080;4566;1474;6008;19546;0;7842;9625;4007;6934;0;0;0;0;0;0
1081;4532;1564;5985;20268;0;7861;9244;4140;6632;0;0;0;0;0;0
1082;4541;1583;6006;20863;0;7868;9220;4109;6752;0;0;0;0;0;0
1083;4518;1574;6019;21325;0;7868;9293;4034;6593;0;0;0;0;0;0
1084;4512;1560;5751;22223;0;7874;9409;4173;6744;0;0;0;0;0;0
1085;4481;1508;5725;22658;0;7813;10362;4645;7568;0;0;0;0;0;0
1086;4479;1511;5492;24460;0;7784;12220;5235;8862;0;0;0;0;0;0
1087;4479;1487;5291;24962;187;7763;13630;5869;9798;0;0;0;0;0;0
1088;4513;1507;5242;25038;1931;7786;14236;6286;9757;0;0;0;0;0;0
1089;4520;1474;5439;23787;4239;7821;14307;5670;9669;0;0;0;0;0;0
1090;4551;1414;5648;22198;5835;7826;14613;5876;9838;0;0;0;0;0;0
1091;4556;1440;5468;21054;6347;7827;14926;6442;10008;0;0;0;0;0;0
1092;4563;1455;4924;20052;5580;7830;14757;7073;9998;0;0;0;0;0;0
1093;4579;1461;4933;19679;4559;7831;14678;7132;10146;0;0;0;0;0;0
1094;4583;1488;4318;18905;3339;7836;14918;6986;10245;0;0;0;0;0;0
1095;4577;1563;3516;18153;1878;7961;15119;7141;10740;0;0;0;0;0;0
1096;4579;1540;2644;17841;701;8060;15332;7329;11018;0;0;0;0;0;0
1097;4567;1524;2255;18790;47;8050;15388;7465;11013;0;0;0;0;0;0
1098;4578;1523;2309;19288;0;8054;15451;7398;11018;0;0;0;0;0;0
1099;4579;1520;1667;18191;0;8066;15520;7230;11077;0;0;0;0;0;0
1100;4569;1529;1618;16604;0;8062;15306;6987;10986;0;0;0;0;0;0
1101;4567;1536;1548;15454;0;8054;15103;6226;10615;0;0;0;0;0;0
1102;4571;1583;1296;14448;0;8052;15155;5413;10498;0;0;0;0;0;0
1103;4575;1583;1600;12963;0;8025;14765;4157;10081;0;0;0;0;0;0
1104;4572;1621;1679;11847;0;7912;13393;3444;9081;0;0;0;0;0;0
1105;4538;1597;1563;10793;0;7900;12550;3408;8845;0;0;0;0;0;0
1106;4538;1605;1493;10088;0;7897;12403;3364;8358;0;0;0;0;0;0
1107;4521;1605;1565;9474;0;7901;11635;3342;8423;0;0;0;0;0;0
1108;4492;1611;1882;9317;0;7897;12025;3509;8491;0;0;0;0;0;0
1109;4469;1624;1961;9231;0;8073;12956;3779;8858;0;0;0;0;0;0
1110;4466;1541;1834;9370;0;8152;14467;5377;9830;0;0;0;0;0;0
1111;4494;1550;3422;9191;70;8146;15743;6531;10210;0;0;0;0;0;0
1112;4521;1568;3482;8916;533;8138;15849;6898;10216;0;0;0;0;0;0
1113;4511;1573;3672;9056;1746;8135;15839;6817;10466;0;0;0;0;0;0
1114;4505;1561;4713;8898;3742;8126;15780;6676;10517;0;0;0;0;0;0
1115;4536;1600;4968;8432;6018;8118;15774;6687;10642;0;0;0;0;0;0
1116;4543;1590;4936;8507;7725;8104;15778;6704;10738;0;0;0;0;0;0
1117;4557;1589;5151;8714;8119;8094;15664;6434;10504;0;0;0;0;0;0
1118;4564;1614;5546;9708;6450;8099;15554;6104;10613;0;0;0;0;0;0
1119;4550;1617;5443;11038;3889;8053;15447;5761;10489;0;0;0;0;0;0
