;bm_st;hy_rs;wi_on;wi_off;so_ro;nu;li_st;hc_cc;ng_cc;hc_st;ng_ce;ng_gt;ng_st;so_op;hy_rr
6326;4239;1594;3847;7204;15937;7993;12295;10370;4993;0;0;0;0;0;0
6327;4233;1552;3450;7586;13559;7982;12182;10373;5048;0;0;0;0;0;0
6328;4234;1547;3086;7303;9773;7981;12373;10715;5230;0;0;0;0;0;0
6329;4234;1644;2739;7107;5225;7959;12535;11885;5356;0;0;0;0;0;0
6330;4234;1650;2070;7060;1577;7961;12823;12387;5524;0;0;0;0;0;0
6331;4238;1736;1403;7875;46;7966;13046;12411;5540;0;0;0;0;0;0
6332;4242;1579;1259;8616;0;7982;13329;12420;5474;0;0;0;0;0;0
6333;4245;1523;901;9783;0;7990;13513;12124;4875;0;0;0;0;0;0
6334;4236;1446;1081;10379;0;8003;13628;11742;4027;0;0;0;0;0;0
6335;4236;1468;1102;10405;0;8005;13550;10950;3305;0;0;0;0;0;0
6336;4219;1422;1266;9653;0;8015;13428;10076;2777;0;0;0;0;0;0
6337;4213;1405;1222;9378;0;8018;13411;9334;2846;0;0;0;0;0;0
6338;4201;1409;1064;8813;0;8031;13128;8844;2840;0;0;0;0;0;0
6339;4180;1390;1023;7987;0;8029;13211;8653;2859;0;0;0;0;0;0
6340;4165;1394;1190;7126;0;8027;13525;10155;2892;0;0;0;0;0;0
6341;4163;1477;1262;6393;0;8004;13617;11247;3223;0;0;0;0;0;0
6342;4177;1487;996;5783;4;8007;13729;11788;4363;0;0;0;0;0;0
6343;4200;1600;906;5198;611;8010;13759;11795;5056;0;0;0;0;0;0
6344;4224;1803;1005;4523;3860;8013;13755;11792;5110;0;0;0;0;0;0
6345;4245;1738;1405;3574;8743;8005;13317;11797;5084;0;0;0;0;0;0
6346;4245;1740;1652;2937;13874;7990;13015;11733;5287;0;0;0;0;0;0
6347;4240;1404;1626;3457;18136;7980;12960;11323;5292;0;0;0;0;0;0
6348;4244;1378;1792;3772;20689;7956;12837;10611;5238;0;0;0;0;0;0
6349;4243;1408;1755;3794;22058;7912;12747;10475;5301;0;0;0;0;0;0
6350;4248;1407;2309;3755;21494;7953;12990;9741;4878;0;0;0;0;0;0
6351;4238;1474;2811;3823;18826;7947;13208;10356;4736;0;0;0;0;0;0
6352;4240;1536;3460;3853;14312;7939;13476;10485;4971;0;0;0;0;0;0
6353;4246;1522;4366;3614;8048;7938;13748;10438;5247;0;0;0;0;0;0
6354;4248;1562;5295;3466;2060;7938;13777;10428;5525;0;0;0;0;0;0
6355;4252;1658;5948;4933;43;7942;13774;10404;5513;0;0;0;0;0;0
6356;4256;1483;5421;7311;0;7945;13768;10376;5473;0;0;0;0;0;0
6357;4256;1471;4639;9630;0;7957;13738;10248;5404;0;0;0;0;0;0
6358;4244;1509;4152;10787;0;7957;13728;8993;4396;0;0;0;0;0;0
6359;4238;1391;4059;11813;0;7958;13570;7087;3990;0;0;0;0;0;0
6360;4217;1438;3795;11982;0;7968;13110;5173;2498;0;0;0;0;0;0
6361;4219;1412;3691;12714;0;7947;12464;5146;2263;0;0;0;0;0;0
6362;4209;1439;3692;13915;0;7923;12382;4099;2187;0;0;0;0;0;0
6363;4192;1363;3691;15129;0;7857;12417;3009;2242;0;0;0;0;0;0
6364;4173;1348;3911;16411;0;7869;12379;3022;2177;0;0;0;0;0;0
6365;4167;1380;3915;18195;0;7942;12487;4616;2568;0;0;0;0;0;0
6366;4176;1610;3530;20067;3;7949;12502;6771;2861;0;0;0;0;0;0
6367;4198;1735;3084;20815;942;7955;11992;7352;3236;0;0;0;0;0;0
6368;4217;1460;3111;20080;6070;7953;11677;7307;3471;0;0;0;0;0;0
6369;4226;1388;3272;19086;13249;7946;11518;6038;3077;0;0;0;0;0;0
6370;4228;1434;3296;20470;19613;7689;10724;4360;2966;0;0;0;0;0;0
6371;4237;1382;3065;24081;23468;7412;8483;3814;2569;0;0;0;0;0;0
6372;4252;1393;3214;25789;25329;7381;6689;3709;2417;0;0;0;0;0;0
6373;4264;1366;3485;25690;25079;7125;6553;3713;2444;0;0;0;0;0;0
6374;4269;1371;3498;26614;22611;6747;6574;3558;2454;0;0;0;0;0;0
6375;4266;1346;3522;29633;18195;6919;6600;3596;2476;0;0;0;0;0;0
6376;4248;1408;2790;30947;12444;7088;7617;3729;2512;0;0;0;0;0;0
6377;4251;1467;2572;30607;6485;7621;9672;4191;2878;0;0;0;0;0;0
6378;4254;1436;2339;30760;1662;7707;10334;4660;3204;0;0;0;0;0;0
6379;4246;1561;1890;31787;34;7705;9638;5128;3531;0;0;0;0;0;0
6380;4243;1359;1943;32211;0;7707;9376;5072;3361;0;0;0;0;0;0
6381;4240;1358;2037;31691;0;7700;9182;4771;3271;0;0;0;0;0;0
6382;4236;1326;2075;29236;0;7356;9596;4301;3052;0;0;0;0;0;0
6383;4231;1303;2174;27383;0;7246;9463;4084;2553;0;0;0;0;0;0
6384;4219;1315;2475;25354;0;7545;10071;4838;2417;0;0;0;0;0;0
6385;4210;1322;3382;23339;0;7611;9726;3979;2505;0;0;0;0;0;0
6386;4199;1333;3942;21732;0;7610;10191;3421;2514;0;0;0;0;0;0
6387;4178;1321;4104;20326;0;7439;9808;3581;2713;0;0;0;0;0;0
6388;4162;1331;4004;18790;0;7403;9998;3994;2737;0;0;0;0;0;0
6389;4148;1343;3816;17485;0;7746;10874;5768;2968;0;0;0;0;0;0
6390;4153;1459;3059;16315;1;7857;10762;7402;3384;0;0;0;0;0;0
6391;4166;1390;3664;14969;608;7872;10289;7877;3914;0;0;0;0;0;0
6392;4192;1376;4420;13612;4098;7875;10358;8134;4015;0;0;0;0;0;0
6393;4196;1344;4498;12713;9233;7870;10393;8090;3723;0;0;0;0;0;0
6394;4200;1359;4897;12659;13304;7851;10476;7997;3639;0;0;0;0;0;0
6395;4208;1454;4620;13391;15530;7823;10042;7777;3710;0;0;0;0;0;0
6396;4222;1376;5322;14176;16432;7746;10415;7646;3615;0;0;0;0;0;0
6397;4237;1412;5929;14311;16250;7733;11080;7672;3229;0;0;0;0;0;0
6398;4236;1520;5470;14799;15399;7664;11343;7096;3208;0;0;0;0;0;0
6399;4235;1489;4915;15081;13255;7602;11478;6930;3306;0;0;0;0;0;0
6400;4227;1466;5040;14449;9706;7722;11492;7539;3470;0;0;0;0;0;0
6401;4224;1543;5037;13562;5439;7612;11526;7935;3864;0;0;0;0;0;0
6402;4224;1444;5066;12849;1389;7021;11464;8114;4013;0;0;0;0;0;0
6403;4230;1307;5088;13510;23;6554;11509;8102;4007;0;0;0;0;0;0
6404;4233;1353;4645;15074;0;6477;11469;8107;4078;0;0;0;0;0;0
6405;4233;1340;4227;15996;0;6427;11507;7871;4144;0;0;0;0;0;0
6406;4227;1360;4529;15903;0;6434;11482;7524;4072;0;0;0;0;0;0
6407;4220;1302;4552;15396;0;6442;11463;6901;3569;0;0;0;0;0;0
6408;4205;1285;4589;14504;0;6399;11470;7050;2965;0;0;0;0;0;0
6409;4194;1276;4108;13727;0;6306;11452;7302;3149;0;0;0;0;0;0
6410;4179;1270;3630;13088;0;6383;11306;7352;3041;0;0;0;0;0;0
6411;4160;1251;3011;12296;0;6544;11183;6961;3122;0;0;0;0;0;0
6412;4144;1268;2233;11113;0;6565;11462;7242;3308;0;0;0;0;0;0
6413;4133;1254;1661;9652;0;6565;11493;7480;3292;0;0;0;0;0;0
6414;4133;1302;1700;8517;1;6538;11283;8227;3482;0;0;0;0;0;0
6415;4153;1243;1720;7909;621;6325;11564;8927;3850;0;0;0;0;0;0
6416;4172;1290;1549;6892;4443;6293;11560;9400;3921;0;0;0;0;0;0
6417;4197;1277;1257;5739;10307;6293;11551;9354;3870;0;0;0;0;0;0
6418;4206;1311;1088;4580;16167;6457;11474;9043;3230;0;0;0;0;0;0
6419;4221;1270;714;4260;20283;6538;11189;8698;2950;0;0;0;0;0;0
6420;4226;1254;587;3656;22365;6521;11123;8487;2909;0;0;0;0;0;0
6421;4236;1266;565;2921;22652;6514;11120;8250;2915;0;0;0;0;0;0
6422;4236;1267;578;2464;21210;6504;11033;8114;3011;0;0;0;0;0;0
6423;4223;1285;320;2125;17753;6502;11138;8730;3196;0;0;0;0;0;0
6424;4209;1280;109;1328;12556;6503;11255;9289;3600;0;0;0;0;0;0
6425;4212;1373;112;693;6321;6498;11266;9887;4275;0;0;0;0;0;0
6426;4218;1313;97;562;1403;6504;11487;9804;4572;0;0;0;0;0;0
6427;4217;1341;54;677;21;6499;11763;9575;4874;0;0;0;0;0;0
6428;4231;1319;37;850;0;6502;11951;9884;4820;0;0;0;0;0;0
6429;4235;1396;46;1141;0;6508;12345;10201;4484;0;0;0;0;0;0
6430;4232;1396;231;1462;0;6513;12604;10040;4194;0;0;0;0;0;0
6431;4231;1301;322;1949;0;6511;12561;9506;3662;0;0;0;0;0;0
6432;4216;1205;403;2519;0;6513;12564;9025;2818;0;0;0;0;0;0
6433;4194;1217;528;3136;0;6517;12592;8632;2795;0;0;0;0;0;0
6434;4180;1271;722;3606;0;6520;12572;7785;2623;0;0;0;0;0;0
6435;4162;1206;868;4122;0;6521;12566;6975;2708;0;0;0;0;0;0
6436;4145;1211;1018;4821;0;6530;12598;6536;2693;0;0;0;0;0;0
6437;4137;1205;1153;5302;0;6498;12641;6566;2660;0;0;0;0;0;0
6438;4144;1200;1347;5676;3;6286;12702;6871;2696;0;0;0;0;0;0
6439;4165;1194;1485;5981;602;6520;12697;6905;2689;0;0;0;0;0;0
6440;4186;1201;1561;5957;4300;6545;12665;6806;2694;0;0;0;0;0;0
6441;4208;1206;1616;4330;10322;6539;12643;6484;2697;0;0;0;0;0;0
6442;4213;1213;1706;2782;16526;6544;12631;6658;2714;0;0;0;0;0;0
6443;4234;1199;1497;2679;20435;6546;12627;6560;2686;0;0;0;0;0;0
6444;4235;1206;1283;3149;21741;6531;12940;5877;2659;0;0;0;0;0;0
6445;4230;1191;1169;3896;20245;6534;12735;4465;2662;0;0;0;0;0;0
6446;4219;1201;1199;4284;17987;6521;12867;4243;2676;0;0;0;0;0;0
6447;4217;1185;1141;4179;13566;6512;12839;4745;2693;0;0;0;0;0;0
6448;4211;1209;1036;3485;8730;6513;12939;6777;2767;0;0;0;0;0;0
6449;4201;1317;971;3055;4113;6505;13191;8067;2964;0;0;0;0;0;0
6450;4204;1269;988;3369;814;6496;13201;8592;3137;0;0;0;0;0;0
6451;4211;1247;924;4208;9;6481;13217;8780;3456;0;0;0;0;0;0
6452;4225;1182;923;5198;0;6489;13213;8775;3454;0;0;0;0;0;0
6453;4233;1197;1029;5554;0;6500;13251;8807;3446;0;0;0;0;0;0
6454;4223;1178;1057;5637;0;6503;13257;8720;3281;0;0;0;0;0;0
6455;4209;1152;1091;5394;0;6493;13249;8354;2963;0;0;0;0;0;0
6456;4204;1152;1067;5290;0;6501;13280;8285;2787;0;0;0;0;0;0
6457;4188;1265;1150;5293;0;6514;13484;7925;2861;0;0;0;0;0;0
6458;4154;1345;1326;5370;0;6523;13668;7024;2885;0;0;0;0;0;0
6459;4131;1319;1283;5143;0;6527;13822;5799;2988;0;0;0;0;0;0
6460;4118;1332;1355;4696;0;6539;13607;6065;3051;0;0;0;0;0;0
6461;4111;1253;1386;4371;0;6533;13914;8345;3203;0;0;0;0;0;0
6462;4115;1541;1550;4392;1;6527;13909;10435;4050;0;0;0;0;0;0
6463;4137;1367;1839;4661;314;6521;13941;11054;5278;0;0;0;0;0;0
6464;4157;1324;2282;4813;2767;6517;13900;11415;5367;0;0;0;0;0;0
6465;4171;1358;2701;4103;7397;6526;13935;11564;5410;0;0;0;0;0;0
6466;4180;1309;3041;3889;12465;6528;13915;11416;5318;0;0;0;0;0;0
6467;4194;1273;3515;4603;16186;6526;13876;10870;4783;0;0;0;0;0;0
6468;4201;1310;4060;5719;18262;6503;13842;10470;4563;0;0;0;0;0;0
6469;4202;1331;4640;7107;17757;6515;13820;9829;4481;0;0;0;0;0;0
6470;4189;1403;5638;7469;15358;6523;13861;9542;4639;0;0;0;0;0;0
6471;4184;1398;6020;7764;11769;6491;13878;10061;4641;0;0;0;0;0;0
6472;4173;1374;6157;7643;7380;6402;13907;10695;5114;0;0;0;0;0;0
6473;4185;1354;6353;8276;3403;6451;13929;11392;5840;0;0;0;0;0;0
6474;4187;1356;5976;9596;724;6439;13930;11437;6182;0;0;0;0;0;0
6475;4203;1469;5742;10369;11;6240;13880;11483;6330;0;0;0;0;0;0
6476;4209;1375;4929;10505;0;6136;13868;11567;6120;0;0;0;0;0;0
6477;4204;1436;4062;11027;0;6135;13880;11496;5403;0;0;0;0;0;0
6478;4201;1407;3661;9520;0;6299;13865;10517;4001;0;0;0;0;0;0
6479;4193;1305;3409;9432;0;6430;13807;8472;3636;0;0;0;0;0;0
6480;4179;1309;2574;8965;0;6543;13724;7474;3285;0;0;0;0;0;0
6481;4168;1273;1915;9032;0;6558;13775;7783;2906;0;0;0;0;0;0
6482;4153;1278;1871;8817;0;6565;13701;7465;2921;0;0;0;0;0;0
6483;4134;1332;1712;7680;0;6571;13647;7481;2955;0;0;0;0;0;0
6484;4116;1364;1633;6599;0;6579;13636;7957;3179;0;0;0;0;0;0
6485;4111;1276;1500;6132;0;6571;13694;10490;3481;0;0;0;0;0;0
6486;4117;1315;1739;5896;0;6572;13808;12242;5438;0;0;0;0;0;0
6487;4133;1372;1832;5676;342;6575;13805;12427;7099;0;0;0;0;0;0
6488;4159;1423;1858;4982;3058;6564;13829;12294;7278;0;0;0;0;0;0
6489;4182;1492;1808;3401;7680;6562;13748;12489;7154;0;0;0;0;0;0
6490;4192;1422;1837;2058;12332;6560;13782;12497;6342;0;0;0;0;0;0
6491;4213;1390;1755;1595;15768;6552;13797;12500;6092;0;0;0;0;0;0
6492;4217;1309;1894;1441;17691;6553;13827;12271;5427;0;0;0;0;0;0
6493;4221;1299;2119;1256;18221;6568;13836;12448;5005;0;0;0;0;0;0
6494;4228;1319;1714;1052;17188;6501;13883;12479;5006;0;0;0;0;0;0
6495;4215;1377;1269;809;14335;6361;13874;12664;5127;0;0;0;0;0;0
6496;4224;1391;1170;681;10009;6571;13912;13064;5932;0;0;0;0;0;0
6497;4215;1443;991;681;4959;6583;13960;12958;6071;0;0;0;0;0;0
6498;4217;1504;923;764;1125;6574;13962;12233;6897;0;0;0;0;0;0
6499;4225;1539;1288;1114;9;6567;13959;12095;6884;0;0;0;0;0;0
6500;4231;1359;1803;1823;0;6557;13949;11762;6606;0;0;0;0;0;0
6501;4231;1441;2487;2618;0;6559;14004;11731;5908;0;0;0;0;0;0
6502;4226;1474;3412;3323;0;6556;13957;11520;4788;0;0;0;0;0;0
6503;4232;1407;3974;4184;0;6563;13806;9700;3280;0;0;0;0;0;0
6504;4220;1436;3954;5063;0;6564;13544;7991;2764;0;0;0;0;0;0
6505;4206;1373;4194;5753;0;6573;13544;6645;2756;0;0;0;0;0;0
6506;4188;1319;4524;6225;0;6480;13446;5487;2703;0;0;0;0;0;0
6507;4174;1293;4750;6812;0;6474;13024;4970;2724;0;0;0;0;0;0
6508;4159;1275;4874;7446;0;6479;13122;5276;2654;0;0;0;0;0;0
6509;4150;1261;4796;8481;0;6560;13511;7910;2808;0;0;0;0;0;0
6510;4156;1260;4570;10030;0;6566;13792;11790;3270;0;0;0;0;0;0
6511;4178;1315;4699;10964;210;6567;13969;12467;3875;0;0;0;0;0;0
6512;4196;1546;5273;11047;2080;6565;13980;12612;4062;0;0;0;0;0;0
6513;4212;1537;5226;9802;5994;6557;13936;12304;3954;0;0;0;0;0;0
6514;4212;1278;4092;9111;10187;6559;13945;12153;3956;0;0;0;0;0;0
6515;4214;1263;3617;10908;12762;6559;13829;11794;3754;0;0;0;0;0;0
6516;4215;1353;3452;12872;13526;6566;13548;10120;3309;0;0;0;0;0;0
6517;4221;1329;3287;14720;13741;6564;13479;8268;3043;0;0;0;0;0;0
6518;4220;1357;3713;17003;13380;6555;13046;7130;2997;0;0;0;0;0;0
6519;4212;1392;3719;18010;11459;6550;12856;6225;2969;0;0;0;0;0;0
6520;4217;1394;4454;19105;8322;6564;12777;6657;3036;0;0;0;0;0;0
6521;4223;1399;5573;20218;4318;6551;13001;7372;3051;0;0;0;0;0;0
6522;4228;1443;5758;20648;860;6576;12859;8617;3375;0;0;0;0;0;0
6523;4241;1424;5539;22300;3;6562;13159;8875;3350;0;0;0;0;0;0
6524;4243;1425;5690;23693;0;6434;13076;7287;3296;0;0;0;0;0;0
6525;4249;1449;5943;25610;0;5977;12201;5803;2836;0;0;0;0;0;0
6526;4249;1467;5988;25766;0;5837;11408;4048;2562;0;0;0;0;0;0
6527;4248;1458;6242;25889;0;5849;10418;3782;2511;0;0;0;0;0;0
6528;4233;1337;6345;26617;0;5957;8690;3495;2404;0;0;0;0;0;0
6529;4220;1412;6542;26446;0;5990;7788;3435;2476;0;0;0;0;0;0
6530;4212;1389;6620;26713;0;6003;7542;3303;2484;0;0;0;0;0;0
6531;4200;1393;6641;26112;0;5955;7644;3418;2487;0;0;0;0;0;0
6532;4183;1404;6509;26206;0;5884;7683;4048;2536;0;0;0;0;0;0
6533;4181;1447;5273;27159;0;5890;8498;4804;2835;0;0;0;0;0;0
6534;4190;1403;4340;27262;0;6188;10574;6598;3127;0;0;0;0;0;0
6535;4210;1399;4258;25974;525;6382;11160;8120;3644;0;0;0;0;0;0
6536;4218;1469;4182;23808;5141;6383;11428;8173;3789;0;0;0;0;0;0
6537;4231;1303;4200;21905;12623;6343;11369;7435;3604;0;0;0;0;0;0
6538;4246;1257;4187;20966;19355;5942;11536;5764;3442;0;0;0;0;0;0
6539;4249;1246;4175;20886;23217;5913;11973;5394;3407;0;0;0;0;0;0
6540;4253;1295;4497;21568;24133;5974;11821;4008;3305;0;0;0;0;0;0
6541;4257;1269;5095;20782;23598;5952;11222;3923;3133;0;0;0;0;0;0
6542;4259;1338;5081;18949;21693;5912;11374;3786;3054;0;0;0;0;0;0
6543;4248;1332;5217;16538;18004;5933;12183;4242;3229;0;0;0;0;0;0
6544;4238;1314;5188;14973;12371;6030;13050;5460;3550;0;0;0;0;0;0
6545;4242;1395;5195;12983;5777;6446;13166;7986;3800;0;0;0;0;0;0
6546;4250;1406;5849;11190;998;6577;13238;8619;4074;0;0;0;0;0;0
6547;4257;1368;6049;12713;1;6574;13381;8875;4451;0;0;0;0;0;0
6548;4263;1307;6038;14472;0;6489;13026;7917;4503;0;0;0;0;0;0
6549;4263;1341;5872;16058;0;6426;12813;7353;3973;0;0;0;0;0;0
6550;4255;1403;5809;16770;0;6433;11817;5844;3503;0;0;0;0;0;0
6551;4253;1355;5882;17632;0;6108;11078;5135;2823;0;0;0;0;0;0
6552;4235;1365;5825;18708;0;5818;10483;4428;2907;0;0;0;0;0;0
6553;4223;1364;5830;19519;0;5711;9495;4187;3127;0;0;0;0;0;0
6554;4217;1343;6032;20325;0;5713;8160;3738;3086;0;0;0;0;0;0
6555;4200;1270;6004;20798;0;5722;7692;3249;2888;0;0;0;0;0;0
6556;4184;1302;6091;20839;0;5724;8536;3250;3056;0;0;0;0;0;0
6557;4175;1236;6106;21149;0;5748;10271;4058;3425;0;0;0;0;0;0
6558;4182;1358;6093;21829;0;6040;11637;5953;3683;0;0;0;0;0;0
6559;4204;1363;6137;21550;618;6076;12007;7245;4079;0;0;0;0;0;0
6560;4226;1311;6175;20104;5273;6097;12089;6627;4239;0;0;0;0;0;0
6561;4237;1230;6195;17151;12728;6072;12280;4851;3765;0;0;0;0;0;0
6562;4238;1244;6201;15628;20039;5818;11887;3825;3572;0;0;0;0;0;0
6563;4247;1264;6209;15511;25317;5600;10385;3022;3568;0;0;0;0;0;0
6564;4259;1251;6279;15922;27823;5589;8569;2926;3424;0;0;0;0;0;0
6565;4271;1270;6274;16370;28083;5578;7241;2785;3079;0;0;0;0;0;0
6566;4278;1265;6231;17049;25790;5576;7324;2731;3125;0;0;0;0;0;0
6567;4261;1266;5936;16081;20613;5589;8741;3214;3208;0;0;0;0;0;0
6568;4261;1264;5721;14451;13492;5932;11950;4800;3454;0;0;0;0;0;0
6569;4267;1316;5628;13156;5868;6072;12722;7077;3681;0;0;0;0;0;0
6570;4269;1291;5606;13857;843;6058;12583;7286;3988;0;0;0;0;0;0
6571;4275;1288;5826;16346;1;6061;12317;7127;4104;0;0;0;0;0;0
6572;4283;1258;5833;18160;0;6056;12105;6877;3811;0;0;0;0;0;0
6573;4291;1298;5091;18935;0;6066;11791;5761;3725;0;0;0;0;0;0
6574;4287;1329;4281;18063;0;6081;11391;5130;3673;0;0;0;0;0;0
6575;4284;1314;3969;17074;0;6115;11426;4792;3474;0;0;0;0;0;0
6576;4276;1273;3643;15927;0;6299;11856;4297;2995;0;0;0;0;0;0
6577;4261;1259;2867;14869;0;6235;12003;4187;2879;0;0;0;0;0;0
6578;4248;1284;2072;13145;0;6474;12025;3700;2654;0;0;0;0;0;0
6579;4222;1294;1357;11474;0;6486;12047;3490;2629;0;0;0;0;0;0
6580;4198;1227;942;10309;0;6456;12048;4085;2678;0;0;0;0;0;0
6581;4185;1224;724;9692;0;6400;12183;4475;2699;0;0;0;0;0;0
6582;4185;1160;718;9337;0;6349;12286;5194;2802;0;0;0;0;0;0
6583;4190;1158;1031;8757;318;6342;12441;5226;2852;0;0;0;0;0;0
6584;4207;1152;1535;8301;2957;6265;12384;4894;2839;0;0;0;0;0;0
6585;4243;1164;1510;7136;7701;6048;12261;4321;2832;0;0;0;0;0;0
6586;4258;1154;1628;6385;13889;6176;12003;3593;2825;0;0;0;0;0;0
6587;4269;1176;1812;7222;19379;6008;11638;2504;2760;0;0;0;0;0;0
6588;4278;1149;1817;8789;22277;5746;10938;2084;2782;0;0;0;0;0;0
6589;4288;1131;2434;9527;23135;5695;10094;1977;2574;0;0;0;0;0;0
6590;4289;1162;2974;9439;20904;5819;8982;1994;2559;0;0;0;0;0;0
6591;4279;1131;3509;9622;16894;5679;9537;1927;2538;0;0;0;0;0;0
6592;4276;1142;4352;9690;11133;5675;10194;1980;2595;0;0;0;0;0;0
6593;4277;1118;5313;11219;4686;5666;11744;2228;2719;0;0;0;0;0;0
6594;4283;1108;6194;14916;652;5660;11734;2029;2786;0;0;0;0;0;0
6595;4284;1110;6386;21630;0;6024;10719;2008;2830;0;0;0;0;0;0
6596;4289;1089;6352;25771;0;6244;8330;1882;2666;0;0;0;0;0;0
6597;4291;1123;6281;27151;0;6194;5958;1616;2474;0;0;0;0;0;0
6598;4293;1115;6427;27109;0;6152;4980;1604;2425;0;0;0;0;0;0
6599;4292;1132;6528;27316;0;5975;4731;1785;2412;0;0;0;0;0;0
6600;4276;1121;6293;27591;0;5463;4613;1551;2418;0;0;0;0;0;0
6601;4253;1100;4681;28266;0;5049;4587;1394;2410;0;0;0;0;0;0
6602;4240;1212;4252;27189;0;5060;4584;1374;2451;0;0;0;0;0;0
6603;4220;1289;4553;26689;0;5078;4579;1357;2473;0;0;0;0;0;0
6604;4201;1228;4623;27408;0;5124;4522;1024;2487;0;0;0;0;0;0
6605;4189;1231;5008;27294;0;5129;4556;1034;2469;0;0;0;0;0;0
6606;4194;1136;5049;29389;0;5126;4574;1042;2514;0;0;0;0;0;0
6607;4213;1103;4756;28784;327;5272;4546;1048;2547;0;0;0;0;0;0
6608;4239;1141;5282;30023;2802;5420;4478;1068;2618;0;0;0;0;0;0
6609;4262;1124;4248;30763;6694;5421;4464;1075;2714;0;0;0;0;0;0
6610;4268;1111;3286;29613;9865;5431;4454;1091;2827;0;0;0;0;0;0
6611;4284;1106;2321;28798;12096;5451;4462;1108;2789;0;0;0;0;0;0
6612;4290;1105;1868;27932;13527;5447;4493;1101;2782;0;0;0;0;0;0
6613;4290;1104;1674;26564;13950;5436;4481;1081;2779;0;0;0;0;0;0
6614;4282;1082;1747;26283;12705;5431;4519;1074;2854;0;0;0;0;0;0
6615;4259;1097;2281;25747;9390;5495;4580;1092;2737;0;0;0;0;0;0
6616;4254;1067;2872;26232;5772;5542;5493;1463;2980;0;0;0;0;0;0
6617;4252;1169;4187;24845;2270;5563;7553;1578;3148;0;0;0;0;0;0
6618;4258;1175;4696;24990;249;5626;8724;1643;3170;0;0;0;0;0;0
6619;4257;1216;5471;23700;1;5643;9536;2038;3492;0;0;0;0;0;0
6620;4265;1078;6151;20979;0;5637;9603;1962;3534;0;0;0;0;0;0
6621;4273;1042;6921;18704;0;5639;9049;1906;3176;0;0;0;0;0;0
6622;4269;1038;6500;18209;0;5640;8456;1766;3084;0;0;0;0;0;0
6623;4267;1042;6277;17386;0;5664;8459;1559;2854;0;0;0;0;0;0
6624;4253;1039;6204;15539;0;5590;8609;1461;2629;0;0;0;0;0;0
6625;4225;1041;5948;13450;0;5604;8059;1463;2701;0;0;0;0;0;0
6626;4207;1049;5523;12000;0;5658;7845;1443;2778;0;0;0;0;0;0
6627;4196;1088;5461;10550;0;5657;8690;1765;2883;0;0;0;0;0;0
6628;4179;1058;5452;9717;0;5624;9611;2508;3140;0;0;0;0;0;0
6629;4171;1061;5383;8753;0;5646;11628;4231;3674;0;0;0;0;0;0
6630;4175;1226;5352;8568;0;6066;12965;7100;4734;0;0;0;0;0;0
6631;4189;1240;5047;8374;188;6293;13050;8583;5296;0;0;0;0;0;0
6632;4211;1229;5236;8311;1567;6447;13211;9084;5464;0;0;0;0;0;0
6633;4233;1210;5601;7865;3851;6578;13348;9225;5684;0;0;0;0;0;0
6634;4245;1250;5735;7049;5425;6582;13337;9303;5483;0;0;0;0;0;0
6635;4258;1277;5261;6264;6930;6587;13343;9235;5462;0;0;0;0;0;0
6636;4274;1119;4812;6618;8580;6585;13443;9270;5386;0;0;0;0;0;0
6637;4289;1131;5311;7503;9630;6560;13357;9276;5166;0;0;0;0;0;0
6638;4297;1147;5229;8726;9636;6557;13348;9162;4981;0;0;0;0;0;0
6639;4296;1150;4567;9325;8794;6514;13276;8994;4640;0;0;0;0;0;0
6640;4280;1292;3813;8627;6637;6308;13201;9056;4918;0;0;0;0;0;0
6641;4273;1265;4581;6880;3240;6151;13179;9150;5259;0;0;0;0;0;0
6642;4275;1278;5824;5998;554;6139;13216;9050;5620;0;0;0;0;0;0
6643;4284;1319;5718;7479;1;6136;13187;9055;5607;0;0;0;0;0;0
6644;4289;1301;5570;8846;0;6137;13201;9071;5492;0;0;0;0;0;0
6645;4292;1233;5563;9366;0;6224;13187;8821;4852;0;0;0;0;0;0
6646;4289;1132;5316;9372;0;6345;13021;8111;4403;0;0;0;0;0;0
6647;4284;1121;5327;9032;0;6526;12550;7126;4246;0;0;0;0;0;0
6648;4269;1126;5182;8132;0;6584;12270;6067;3191;0;0;0;0;0;0
6649;4254;1118;5033;7345;0;6587;12317;5181;2900;0;0;0;0;0;0
6650;4240;1110;4783;6933;0;6578;12129;4053;2866;0;0;0;0;0;0
6651;4218;1095;4335;6803;0;6582;12258;3976;2866;0;0;0;0;0;0
6652;4202;1090;4290;6422;0;6585;12528;4015;2715;0;0;0;0;0;0
6653;4194;1095;4520;6512;0;6582;12726;5618;2816;0;0;0;0;0;0
6654;4205;1185;4524;6827;0;6581;12847;8252;3560;0;0;0;0;0;0
6655;4224;1210;4650;6906;113;6599;12911;8560;4385;0;0;0;0;0;0
6656;4241;1224;4822;7074;812;6612;12941;8577;4412;0;0;0;0;0;0
6657;4262;1259;4967;6447;2782;6614;12903;8618;4354;0;0;0;0;0;0
6658;4274;1234;5200;5529;5451;6609;12895;8637;4270;0;0;0;0;0;0
6659;4290;1215;5532;5576;8119;6606;12930;8610;4210;0;0;0;0;0;0
6660;4297;1273;5750;6719;10004;6603;12926;8570;3827;0;0;0;0;0;0
6661;4283;1314;6066;7489;10147;6600;12767;8549;3607;0;0;0;0;0;0
